,Login,Namespace,Pontuação
2370,gercileide,amadeus,1.0533
2371,gercimario.francisco,albertocabral,0.0
2372,gerusadesafio,colegioecursodesafio,2.5335
2373,gessandro.vitorino,physicsalcindocacela,3.5009999999999994
2374,gessinger.rodecz,acessosjpinhais,3.5090000000000003
2375,gessinguer.matheus,acessoboqueirao,3.5261
2376,gessinguer.rodecz,acessopinhais,3.5058999999999996
2377,gfernandes2,eacorcovado,1.002
2378,giancarlo.pereira,universobarcarena,4.001
2379,gianibatista,apogeustoantonio2,1.5001
2380,giannagoncalves,eccos,3.5340999999999996
2381,gianpaolo.ferracciu,colegioguilhermedealmeida,2.5140000000000002
2382,giberto.lopes,physicsaugustomontenegro,1.0052
2383,gideonmuniz,colegiointegral,4.5573
2384,gilberto.alves,acessopinhais,2.004
2385,gilberto.moura,physicsalmirantebarroso,1.0063
2386,gilberto.ramos,colegiojoaopaulo,2.0216000000000003
2387,gilbertocabral10,faculdadeflamingo,3.5144
2388,gillozzi,colegiobrasilia,2.1234
2389,giloliveira,colegiodasamericas,3.6272
2390,gilson.brisolara,colegiojoaopaulo,1.0133
2391,gilson.inspira,amais,3.5126
2392,gilson.pereira,colegiosete,5.002799999999999
2393,ginamiranda10,faculdadeflamingo,1.2105000000000001
2394,gio.sas,ismart,3.5004
2395,gio.sas2,sas,1.5044
2396,giovana.natasha,stellamarisxaxim,3.6018999999999997
2397,giovani.lucas,acessoboqueirao,2.0054999999999996
2398,giovani.miranda,stellamarisxaxim,2.0025000000000004
2399,giovani.miranda1,elitecuritibaemilianoperneta,3.5103
2400,giovanna.mazzaro,stellamarisjuveve,3.0209
2401,giovanna.valenza,stellamarisxaxim,2.0121
2402,giovanna.valenza1,elitecuritibaemilianoperneta,3.0044000000000004
2403,giovanni.antonio,acessoboqueirao,2.0220000000000002
2404,giovanni.pandori,cem,2.5171
2405,girlayne,eccos,3.5284
2406,gisele.cristina,stellamarisxaxim,2.0402
2407,gisele.manzoli,itamarati,1.0181
2408,gisele.oliveira,stellamarisaguaverde,3.5027999999999997
2409,giselerr75,colegioiguatemy,2.5026
2410,giselle.portugal,physicsalmirantebarroso,1.5053
2411,gisellebrandao,invictus,3.5038
2412,gislaine.ferreira,stellamarisxaxim,2.591
2413,gislaine.winheski,acessocampolargo,3.5384
2414,gisleyne.martins,faculdadeflamingo,4.0023
2415,giuliana.amaral,stellamarisjuveve,2.5259
2416,glads.silva,physicsalmirantebarroso,3.0077
2417,glau.fern,colegiobrasilia,3.5987999999999998
2418,glauce.pagan.universitario,universitariolondrina,4.523700000000001
2419,glaucia.mirandil,colegiouniverso,4.0027
2420,glaucia.santos,amadeus,1.5293
2421,glauconascimento,faculdadeflamingo,2.0041
2422,glaucy.karol,colegiodasamericas,1.5077
2423,glaydes.cassia,insa,2.5079000000000002
2424,glaziele.miranda,acessosantafelicidade,3.0191999999999997
2425,gleice.machado,colegiouniverso,1.5005
2426,gleiciane.pantoja,physicsalcindocacela,2.5018000000000002
2427,gleicy.delatorre,mariliamattoso,3.0059000000000005
2428,gleidson.delima,physicsaugustomontenegro,1.0018
2429,gleidson.douglas,physicsalcindocacela,1.0055
2430,glenda.pollice,acessocampolargokids,2.0407
2431,gleubsia.arruda,colegiosete,2.501
2432,glicia1978,amadeus,4.005
2433,gloria.aline,colegiosete,2.51
2434,goliveira,eacorcovado,3.5745000000000005
2435,graca.silva,cem,5.0482
2436,grace.costa,colegiojoaopaulo,2.0965
2437,graciano.beletti.universitario,universitariolondrina,2.0396
2438,graciele.isabel,acessohauer,3.5055
2439,gracileia.bezerra,nucleocriativo,2.0103
2440,grasieli.santos,acessosjpinhais,4.5082
2441,grazieladasneves,colegioguilhermedealmeida,3.0115
2442,grazielagaspar,colegioguilhermedealmeida,3.6034
2443,greyce.moura,amadeus,1.5159
2444,gsantino,colegiointegral,3.0094000000000003
2445,guibeck2.0,brasilcursinhos,1.0073
2446,guijf.augusto,cursoisfera,1.0071
2447,guilherme.arraes,casdvest,1.0139
2448,guilherme.barbosa,acessosjpinhais,1.0666
2449,guilherme.barbosa1,elitecuritibaemilianoperneta,2.5092
2450,guilherme.bortolotto.juveve,stellamarisjuveve,1.001
2451,guilherme.dobrychtop,acessocampolargo,2.0156
2452,guilherme.figura,acessoboqueirao,1.0151
2453,guilherme.gonzales,profederal,2.5183
2454,guilherme.guerra,colegiojoaopaulo,4.5324
2455,guilherme.ieger,acessofazendariogrande,2.0121
2456,guilherme.mansano.universitario,universitariolondrina,2.0206
2457,guilherme.nunes,cursobase,3.0079
2458,guilherme.ramos,acessoboqueirao,2.0116
2459,guilherme.romao,colegiobrasilia,2.0018000000000002
2460,guilherme.shibata,acessoboqueirao,2.0036
2461,guilherme.soto,colegiouirapuru,1.503
2462,guilherme.souza1,elitecuritibaemilianoperneta,2.0069
2463,guilhermeas,apogeustoantonio2,2.5008999999999997
2464,guilhermecalderano,apogeustoantonio2,1.0001
2465,guilhermetohi,colegioguilhermedealmeida,3.5207
2466,gustavo.afonso.universitario,universitariolondrina,4.0107
2467,gustavo.bueno,itamarati,3.5118
2468,gustavo.caldas,colegioguilhermedealmeida,3.004
2469,gustavo.capela,colegiopremium,2.5023
2470,gustavo.corazza.universitario,universitariolondrina,2.0309
2471,gustavo.doretto,adrianochan,3.5854
2472,gustavo.dossantos,physicsaugustomontenegro,1.0001
2473,gustavo.felipe,acessoboqueirao,3.5164999999999997
2474,gustavo.olesko,elitecuritibaemilianoperneta,3.5118
2475,gustavo.queiroz,casdvest,1.0014
2476,gustavo.rigueira,provaspoliedro,1.0006
2477,gustavo.rodrigues,acessoalmirantetamandare,2.0278
2478,hadassa.moura,universobarcarena,1.0156
2479,hadassasartori,integradaeducativa,4.029
2480,hamilton69,colegiointegral,2.5023999999999997
2481,haniel,brasilcursinhos,2.0012
2482,hanna.loures,macvest,3.0007
2483,heitor.cadastro.fund,sas,2.5577
2484,heitor.cameschi,casdvest,4.0047
2485,helbert.danilo1,universobarcarena,2.5027
2486,helder.santos,colegiouniverso,2.5049
2487,helen.cadastro.fund,sas,1.5007
2488,helena.martins,nucleocriativo,3.5326000000000004
2489,helena.veloso,physicsaugustomontenegro,2.5023999999999997
2490,helenamoraes,colegiointegral,2.5395000000000003
2491,helenita.sommerhalder,itamarati,2.056
2492,heli.lucas,amadeus,3.0007
2493,heliane.deoliveira,itamarati,1.5038
2494,helio.rebelo1,universobarcarena,2.0054
2495,heloisa.reis,itamarati,1.0545
2496,heloisa.santos,colegioeag,2.6127000000000002
2497,heloisateixeira,conexaosaber,2.5076
2498,heluisa.martins,stellamarisaguaverde,2.043
2499,henrique.aro,colegiojoaopaulo,2.0049
2500,henrique.liessin,liessin,1.0032
2501,henrique.san20,isem,1.5007
2502,henrique.zotarelli.universitario,universitariolondrina,2.0385999999999997
2503,henriqueeducamais,antoniolima,0.0
2504,henriqueh10,colegioecursoprogressao,2.5164
2505,herald.lima,maplebearslz,1.5001
2506,herberthe,spdacruz,3.0141999999999998
2507,herlon.andrade,elitecuritiba,2.0445
2508,herlon.andrade1,elitecuritibaemilianoperneta,3.0009999999999994
2509,hicaro.graffi,physicsalcindocacela,2.5067000000000004
2510,hilda.parente,physicsaugustomontenegro,1.2278
2511,hribeiro,eacorcovado,3.5401999999999996
2512,hugo.monteiro,physicsalmirantebarroso,1.5044
2513,hugo.pena,physicsaugustomontenegro,2.5027
2514,hugo.rafael,overjoaopessoa,1.0046
2515,huiliankido,integradaeducativa,2.0204
2516,iaiaCuma10,faculdadeflamingo,2.5189000000000004
2517,iamara.queiroz,novotempo,1.5011
2518,iara.bentes,colegiopremium,2.516
2519,iara.santos,amadeus,3.5069
2520,icaro.freiberger,elitecuritiba,1.0013
2521,icarov26,colegiosete,2.5616000000000003
2522,idalina,spdacruz,2.5130999999999997
2523,idelvane.lacerda,master,1.0002
2524,igor.ferreira,physicsalmirantebarroso,2.0028
2525,igor.jose,casdvest,2.0414000000000003
2526,igor.monteiro,acessosjpinhais,1.0058
2527,igor.oliveira,overnascimentodecastro,1.0016
2528,igor.santos,physicsconselheirofurtado,2.0016
2529,igprof41,colegioiguatemy,3.5199000000000003
2530,ikeda,colegioguilhermedealmeida,3.0023
2531,ilana.kelly,overmossoro,3.5103
2532,ilanaguimaraes,colegiointegral,2.5118
2533,ilkavercelino10,faculdadeflamingo,3.5035
2534,ilonaboot,culturainglesa,1.5001
2535,inacioluz,conexaosaber,1.5136
2536,inesgaldino,colegioecursodesafio,1.0396
2537,inforpalmas,cbpdigital,1.0001
2538,ingrid.selegrin.universitario,universitariolondrina,3.5362999999999998
2539,ingrid.silva,mariliamattoso,2.5011
2540,iolels79,colegiointegral,3.5076
2541,ipdh.admin,ipdhsolucoes,4.130699999999999
2542,iracemaportinari,portinari,2.0088
2543,iride.campagnoli,casdvest,1.003
2544,iris.santos,acessosjpinhais,2.0008999999999997
2545,iris.terezinha,acessoalmirantetamandare,3.0206999999999997
2546,irisd,amadeus,5.0061
2547,iristrevisan,colegioguilhermedealmeida,5.0077
2548,irma.jaqueline,psantagema,2.5155000000000003
2549,isaac.costa,colegiosete,2.5107999999999997
2550,isabel.casarin,acessosjpinhais,2.0487
2551,isabel.cristina,acessopinhais,3.5189000000000004
2552,isabel.mota,stellamarisxaxim,3.5104999999999995
2553,isabela.bacaro.universitario,universitariolondrina,4.0644
2554,isabela.goncalves,colegiobrasilia,1.0008
2555,isabela.ribeiro,physicsaugustomontenegro,2.0035999999999996
2556,isabela.socorro,physicscidadenova,3.5465999999999998
2557,isabelapfz,primeirodemaio,1.0029
2558,isabele.angelica1,universobarcarena,1.0139
2559,isabella.amaral,colegiouirapuru,2.5034
2560,isabella.marinho,aescobjetivo,2.003
2561,isabellacosta,colegioguilhermedealmeida,3.5698999999999996
2562,isabellelog39,isem,2.5004999999999997
2563,isabelofumo,colegioguilhermedealmeida,3.6008999999999998
2564,isadora.lourenco,physicsconselheirofurtado,1.0012
2565,isadora.pinheiro,mariliamattoso,1.502
2566,isadora.sena,colegiouniverso,1.0001
2567,isaiza,colegiointegral,6.0505
2568,isaura.ferrari,brasilcursinhos,2.0012
2569,isem.rozana,isem,1.0013
2570,ismart,ismart,3.5033
2571,ismenia.silva,stellamarisaguaverde,2.5115
2572,italas53,colegioecursoprogressao,4.011
2573,itatiana.araujo,amadeus,2.5076
2574,iuri.freitas,colegiointegral,3.5195999999999996
2575,ivan.gadelha,physicsalcindocacela,1.001
2576,ivana.leal,universobarcarena,3.5044
2577,ivanessa.costa,overlimaesilva,2.5816
2578,ivanessa.costaprof,overpontanegra,2.5744
2579,ivanpiffer,villalobos,3.5408
2580,ivete.denise,stellamarisjuveve,2.0751999999999997
2581,ivo.lessa,acessoboqueirao,1.0073
2582,ivone.cadastro.fund,sas,3.5896
2583,izabela.espindola,colegiojoaopaulo,3.5366
2584,izabela.silveira,colegioeag,2.5872
2585,izabelaguerreiro,colegiointegral,2.0048
2586,izabella.matos,amadeus,2.5133
2587,izabelle.quingosta,physicsalcindocacela,2.5042999999999997
2588,jacqueline.oliveira,mariliamattoso,1.0028
2589,jacqueline.sousa,physicsalcindocacela,4.0073
2590,jaeldson.aquino,amadeus,1.5034
2591,jailson.santos,colegioflamingo,3.0214
2592,jailsonsantos10,faculdadeflamingo,3.5317
2593,jaime.marinero,elitecuritibaemilianoperneta,2.0038
2594,jaime.mauricio,acessoboqueirao,2.0048
2595,jair.cadastro.fund,sas,2.5543
2596,jair.castro,elitecuritiba,2.0711
2597,jairon.aquino,colegioeducallis,5.0005
2598,jamal.osman,adrianochan,2.029
2599,janaina.costa,physicsaugustomontenegro,3.5398
2600,janaina.souza,acessosantafelicidade,2.0119
2601,jandira.estella,physicsbatistacampos,2.5220000000000002
2602,janete.correa,acessoboqueirao,1.0923
2603,janine.sousa,physicsbatistacampos,2.5376000000000003
2604,jannia.erika1,universobarcarena,2.0159000000000002
2605,jaqueline.antonio,acessosjpinhais,3.5213
2606,jaqueline.berton,acessocampolargo,3.5189
2607,jaqueline.castro,acessopinhais,3.5075000000000003
2608,jaqueline.christina,stellamarisxaxim,2.5393
2609,jaqueline.console.universitario,universitariolondrina,3.0041
2610,jaqueline.moraes,physicsconselheirofurtado,1.1431
2611,jaqueline.sanches,physicsmacapa,1.0019
2612,jaqueline.santana,acessosantafelicidade,3.5111999999999997
2613,jaquelinega,colegioguilhermedealmeida,4.0139000000000005
2614,jassineide,colegiobilac,3.5172
2615,javier.martinez,cem,2.0087
2616,jayro.ricardo,overjoaopessoa,2.0086
2617,jdhenef.cruz1,universobarcarena,2.0094000000000003
2618,jdhenef.neves,colegiouniverso,2.0015
2619,jeah.thais,casdvest,2.5029
2620,jeahthais,casdinhosjc,2.5033
2621,jean.amorim,conexaosaber,1.5049
2622,jean.cardoso,colegiouirapuru,1.5011
2623,jean.carlos,acessofazendariogrande,1.0498
2624,jean.silva,colegiopremium,2.5003
2625,jeane.pereira,physicsmacapa,2.5086
2626,jeane.silva,overlimaesilva,3.5219
2627,jeanebarbosa,colegioiguatemy,3.5279999999999996
2628,jeanpiaget,jeanpiaget,1.0001
2629,jeff2021,colegioecursodesafio,3.5026
2630,jefferson.renato,acessofazendariogrande,1.0001
2631,jeffersonferreira,colegiointegral,3.5300000000000002
2632,jemusugo,colegioguilhermedealmeida,3.5034
2633,jeosaine.carvalho,colegioeag,4.6783
2634,jerfson,overmossoro,1.0041
2635,jeronimo.levi,physicsalmirantebarroso,2.5014
2636,jeronimo.moraes,physicsaugustomontenegro,2.5097
2637,jessianeportinari,portinari,3.5759999999999996
2638,jessica.albulquerque,overmossoro,2.0007
2639,jessica.faro,stellamarisjuveve,2.5319000000000003
2640,jessica.ferreira,integra,2.0263
2641,jessica.lacerda,stellamarisaguaverde,2.5525
2642,jessica.lauermann,colegiojoaopaulo,3.5038
2643,jessica.lesniowski,acessosjpinhais,2.5512
2644,jessica.suelem,colegiouniverso,3.5183
2645,jessica.thais,acessofazendariogrande,2.5144
2646,jessicaags18,eccos,2.0064
2647,jessicamendes,colegioecursodesafio,4.0033
2648,jgm.souza,colegiodasamericas,1.0001
2649,jhenifer.rodrigues,stellamarisxaxim,2.0080999999999998
2650,jhulian.amaral,acessosjpinhais,3.5792
2651,joana.ribeiro,physicsalmirantebarroso,2.5002
2652,joane.aragao,physicsaugustomontenegro,2.0017
2653,joao.almeida,physicsalcindocacela,2.5058
2654,joao.alves,physicsaugustomontenegro,3.5073000000000003
2655,joao.barcossi,colegiodasamericas,1.0329
2656,joao.capri.universitario,universitariolondrina,2.0061
2657,joao.doni.brasilia,colegiobrasilia,1.0717
2658,joao.filipe,acessoboqueirao,1.0037
2659,joao.lucas,physicsalmirantebarroso,2.5098000000000003
2660,joao.magnani,elitecuritibaemilianoperneta,2.0054
2661,joao.maia,profederal,1.0179
2662,joao.merkle1,elitecuritibaemilianoperneta,3.5066999999999995
2663,joao.moreira,mariliamattoso,3.5124
2664,joao.ribas,elitecuritiba,2.0662000000000003
2665,joao.ribeiro1,elitecuritiba,1.0385
2666,joao.rodini,acessoalmirantetamandare,0.0
2667,joao.vianna,mariliamattoso,2.001
2668,joao.victor.dos.santos,casdvest,1.0028
2669,joao.vsv,brasilcursinhos,1.0116
2670,joaocrescenzzo10,faculdadeflamingo,4.5252
2671,joaoivan,colegiobrasilia,2.039
2672,joaoneto.habilis,souhabilis,1.5001
2673,joaopaulooliveira,villalobos,2.5133
2674,jocimar.albernaz,physicsalmirantebarroso,3.0058999999999996
2675,jocimar.xavier,colegiopremium,3.007
2676,jocimara.moraes,acessocampolargokids,1.0001
2677,joelma.pinheiro1,universobarcarena,2.517
2678,joelmaejmel,colegiosete,4.0045
2679,joelson.cadastro,sas,5.278300000000001
2680,joelson.dasilva,physicsaugustomontenegro,2.0008999999999997
2681,joelson.juliani.universitario,universitariolondrina,2.5048
2682,joelson.oliveira,physicsumarizal,1.5001
2683,joelson.silva,physicsumarizal,2.001
2684,joelsonsas,sas,1.5782
2685,joene.barros,physicscidadenova,2.5568999999999997
2686,johanne.moreira,profederal,1.0112
2687,joice.mara,stellamarisxaxim,2.0339
2688,joicevanini,villalobos,2.0305999999999997
2689,jomar.chagas,stellamarisjuveve,2.0274
2690,jomar.lima,elitecuritibaemilianoperneta,2.0112
2691,jonasbarletta,litteratus,1.5003
2692,jonasramos,amadeus,4.0094
2693,jonasstanley,cursoenfase,1.5001
2694,jonatas.fontoura,physicsmacapa,2.5037
2695,jonathan.justino,elitecuritibaemilianoperneta,3.5182
2696,jonathan.pires,elitecuritiba,2.0460000000000003
2697,jonathan.willian,acessoboqueirao,2.0065999999999997
2698,jones.ferreira,colegiojoaopaulo,4.5288
2699,jordama.tavares,physicsaugustomontenegro,2.5259
2700,jorge.samy,stellamarisjuveve,1.0138
2701,jorgechaves,colegioguilhermedealmeida,4.0068
2702,jorian.relton,physicsmacapa,1.5039
2703,josaine.pacheco.universitario,universitariolondrina,3.5508000000000006
2704,jose.alberto,colegiouniverso,3.5012999999999996
2705,jose.araken,physicsalcindocacela,4.0027
2706,jose.barion,profederal,2.5021
2707,jose.carlos,colegiouniverso,2.01
2708,jose.costa,colegiopremium,1.0012
2709,jose.donato,aescobjetivo,3.5092
2710,jose.goncalves,casdvest,1.0027
2711,jose.mendes,colegiopremium,1.0038
2712,jose.nunes,elitecuritibaemilianoperneta,4.0024999999999995
2713,jose.o.lima,colegioeag,4.502
2714,jose.otavio,physicsmacapa,1.0055
2715,jose.ribamar,colegiouniverso,1.0034
2716,jose.rivelino,stellamarisjuveve,2.0050999999999997
2717,jose.rocha,elitecuritiba,1.0378
2718,jose.rodrigues,colegiodasamericas,3.0053
2719,jose.teixeira,casdvest,1.0015
2720,jose.welligton,physicsbatistacampos,2.5083
2721,jose.wendel,brasilcursinhos,1.5005
2722,joseane.lopes,physicsalmirantebarroso,2.5002
2723,joseanebispo,colegiobilac,4.0072
2724,josecampos10,faculdadeflamingo,3.5499
2725,josefabio,villalobos,3.5131
2726,josejoao,villalobos,3.5162999999999998
2727,joseneide.furtado,nucleocriativo,1.0092
2728,josenildo.nascimento,overmossoro,2.0006
2729,joserossi,villalobos,3.0157
2730,josesoares10,faculdadeflamingo,3.5084
2731,josete.vasconcelos,universobarcarena,1.0949
2732,joseteixeira10,faculdadeflamingo,2.0106
2733,joseveloso,eccos,2.501
2734,josiana.falco,stellamarisxaxim,2.6332
2735,josiane.dasilva,physicsaugustomontenegro,3.5526999999999997
2736,josiane.prof,colegiobrasilia,3.0812
2737,josiane.silva,stellamarisaguaverde,2.5673
2738,josicleia.lima,nucleocriativo,2.0122999999999998
2739,josiobj,objetivolorena,1.5015
2740,josuepereira10,faculdadeflamingo,2.004
2741,josyneres,institutocristao,1.5001
2742,joubert.oliveira,itamarati,1.0003
2743,joy.carpes,aescobjetivo,3.5305999999999997
2744,joyce.seabra,universobarcarena,1.0705
2745,joycedamasio,psantagema,1.5117
2746,jpinheiro,colegiointegral,1.0086
2747,jportezani,alpha,3.5267999999999997
2748,jribas,colegioecursoprogressao,1.0374
2749,juanewtonsrn76,colegiouniverso,2.1098
2750,jubonetti,villalobos,5.043699999999999
2751,jucara.feitosa,acessoboqueirao,4.5261
2752,jucimarjesus,colegiobilac,1.5177
2753,jugallerano,colegiobrasilia,3.6782999999999997
2754,julia.benedetti,aescobjetivo,4.538
2755,julia.blanco,educarse,3.5012999999999996
2756,julia.tochetto,macvest,2.005
2757,julia.vasconcelos,overmossoro,2.5179
2758,juliaaraujo,colegioecursodesafio,4.1211
2759,juliainvictus,invictus,2.5134
2760,juliam,spdacruz,4.5057
2761,juliana.aparecida,stellamarisjuveve,2.5147
2762,juliana.azevedo.oliveira,acessohauer,3.5635
2763,juliana.dourado,institutoeurofarma,2.5023999999999997
2764,juliana.faro,physicsbatistacampos,2.0004999999999997
2765,juliana.flores,mariliamattoso,2.0103
2766,juliana.indjaian,elitecuritibaemilianoperneta,1.0013
2767,juliana.lara,itamarati,1.0056
2768,juliana.magnini,colegioensitec,1.0078
2769,juliana.ramos,colegioeag,2.5913
2770,juliana.schmitz,colegiojoaopaulo,2.0177
2771,juliana.silas,aescobjetivo,1.0664
2772,juliana.tokarski,stellamarisjuveve,3.5141999999999998
2773,julianabb95,eccos,3.5961
2774,julianadiasintegral,colegiointegral,4.013
2775,julianagarbulho,colegioguilhermedealmeida,2.5191999999999997
2776,julianatemporin,cursobase,2.1036
2777,julianatosato,psantagema,5.0101
2778,juliane.moro,acessosjpinhais,1.0044
2779,juliano.fogaca,elitecuritiba,2.0246000000000004
2780,juliano.lima,stellamarisxaxim,2.0006
2781,juliano.lima1,elitecuritibaemilianoperneta,2.5046999999999997
2782,juliano.souza.universitario,universitariolondrina,2.0092999999999996
2783,julianosouza,colegioeag,3.501
2784,julio.cardoso,casdvest,1.0037
2785,julio.cesara,cursoisfera,2.5056000000000003
2786,julio.cezar,stellamarisjuveve,1.0018
2787,julio.costa,colegiouniverso,4.0009999999999994
2788,julio.muller,elitecuritiba,2.0736999999999997
2789,julio.neto,physicsaugustomontenegro,1.5053
2790,julio.pereira,physicsalmirantebarroso,1.5026
2791,julio.silva.universitario,universitariolondrina,2.0048
2792,julioamerico,villalobos,1.0077
2793,juliocesar.silva,institutoeurofarma,6.001
2794,jully.mar,stellamarisjuveve,3.5100000000000002
2795,julyanneno,eccos,2.0050999999999997
2796,julypires001,alpha,2.7633
2797,junio.silva.universitario,universitariolondrina,2.5031
2798,jurema.fernandes,stellamarisjuveve,2.5155
2799,juvenalfilho,spdacruz,3.5094000000000003
2800,kaio.geografia,universobarcarena,1.0011
2801,kalahan.seleri.universitario,universitariolondrina,3.5241
2802,kamila.silva,acessofazendariogrande,2.0326000000000004
2803,kamilla.oliveira,aescobjetivo,2.5199
2804,kanda.braz,primeirodemaio,3.5023
2805,karen.alessandra,colegiouniverso,1.0071
2806,karen.christiane,stellamarisjuveve,3.5467
2807,karen.ferreira,educarse,5.5035
2808,karen.fortuna1,universobarcarena,2.0057
2809,karensantana,colegiodasamericas,1.5008
2810,karina.azevedo,stellamarisaguaverde,4.5104999999999995
2811,karina.ferreira,physicsalmirantebarroso,1.0064
2812,karine.santos,cem,4.581
2813,karineuchoa15,conexaosaber,1.5155
2814,karla.arcoverd,physicsalmirantebarroso,1.5001
2815,karla.cilene,overjoaopessoa,1.0103
2816,karla.furtado,physicsalcindocacela,1.0083
2817,karla.santo,colegiopremium,2.0507999999999997
2818,karla.talita,cursoenfase,2.0076
2819,karla.trinta,colegioglobal,1.5003
2820,karoline.flores,integra,3.5589000000000004
2821,karoline.morette,acessosjpinhais,2.0044
2822,karoline.rosa,physicsumarizal,3.5595
2823,kassiomoreira,litteratus,1.0002
2824,kassiopeyasas,sas,1.0042
2825,kati.cris,colegiobrasilia,3.6282
2826,katia.burgel,stellamarisjuveve,3.5496
2827,katia.dalbem,colegiojoaopaulo,3.5541
2828,katia.monteiro,nucleocriativo,2.0166
2829,katiacastro,eccos,5.508000000000001
2830,katialeite,amadeus,1.5126
2831,katiaribeiro,colegiointegral,1.506
2832,katryne.wille,stellamarisaguaverde,3.0061
2833,kaue.nascimento,acessofazendariogrande,3.5017
2834,kberquiolli,eacorcovado,2.5049
2835,keila.martins,cursoisfera,1.0126
2836,keli.brito,colegioglobal,4.0014
2837,kellen.souza,colegiopremium,2.5004
2838,kellen.tatiane,physicsbatistacampos,3.0031999999999996
2839,kelly.juliene,acessofazendariogrande,2.5096
2840,kelly.miranda,acessosjpinhais,2.5247
2841,kelly.nadim,colegiobrasilia,2.1123000000000003
2842,kennedy.alcantara,colegiosete,2.503
2843,kerisson,apogeustoantonio2,1.502
2844,kerolin.correa,colegiojoaopaulo,2.0054
2845,kevin.watanabe,colegiobrasilia,2.005
2846,keyssi.monteiro,physicscidadenova,2.5206999999999997
2847,ksobrinho,colegiointegral,1.0042
2848,laercio.jesus,insa,3.5138
2849,laergia.mirelly,overjoaopessoa,2.5031999999999996
2850,laerte.macedo,overmossoro,2.051
2851,laiane.aires,stellamarisxaxim,2.5239000000000003
2852,laila92,eccos,2.5148
2853,laira.barros,physicsaugustomontenegro,1.5032
2854,laira.juliana,physicsalmirantebarroso,1.5038
2855,lais.amaral,physicsalcindocacela,4.5145
2856,lais.barbieri,casdvest,3.5019
2857,lais.doamaral,cursoenfase,2.0004
2858,lamascamila,eccos,2.064
2859,landi.giovanna,macvest,2.0003
2860,lara.maria,casdinhosjc,1.0032
2861,laracazotto,villalobos,6.090000000000001
2862,larafreitas,colegiointegral,2.5309
2863,lari.sous.prof,colegiobrasilia,2.0746
2864,larimartins,psantagema,2.519
2865,larissa.alencar.universitario,universitariolondrina,5.037
2866,larissa.alfaia,physicsalmirantebarroso,2.0031
2867,larissa.amaro,overjoaopessoa,3.5064
2868,larissa.aragao1,physicsalmirantebarroso,2.0019
2869,larissa.lacerda,portinari,2.0198
2870,larissa.pereira,cem,4.5441
2871,larissa.picoli,integra,3.5568999999999997
2872,larissa.santos,amais,3.5175
2873,larissa.souza,integra,2.5037
2874,larissacalixto,eccos,1.0007
2875,larissamabello,colegioguilhermedealmeida,3.5408999999999997
2876,larissamagalhaes,pesenglish,1.5001
2877,larissamazzuco,villalobos,2.0191
2878,laura.antunes,colegiojoaopaulo,4.507599999999999
2879,laura.bueno,colegiojoaopaulo,2.0018000000000002
2880,laura.helena,educarse,2.5015
2881,laureana.moraes,amadeus,1.6657
2882,lawrence.young,acessosantafelicidade,2.5227
2883,leanaoliveira,colegiointegral,1.012
2884,leandro.gorski,elitecuritiba,1.0968
2885,leandro.linhares,elitecuritiba,1.0417
2886,leandro.martins,colegioguilhermedealmeida,3.5233
2887,leandro.monteiro,physicsalmirantebarroso,2.5019
2888,leandro.monteiro1,universobarcarena,2.5033000000000003
2889,leandro.oliveira,cem,3.5262000000000002
2890,leandro.pereira,educarse,2.0003
2891,leandro.rodrigues,elitecuritibaemilianoperneta,2.501
2892,leandrogodoi,spdacruz,3.5144
2893,lebat,brasilcursinhos,1.0037
2894,leila.dasilva,physicscidadenova,1.0004
2895,leila.gomes,mariliamattoso,2.017
2896,leila.maia,physicsaugustomontenegro,3.0061
2897,leila.martinez.universitario,universitariolondrina,1.0084
2898,leilabortolucci,colegiointegral,3.0206999999999997
2899,leilalima,amadeus,1.5092
2900,lennon.luiz,colegioflamingo,3.5682
2901,leobarboza,colegioecursoprogressao,4.5082
2902,leobcb,psantagema,2.5042999999999997
2903,leobino.neto,colegioeducallis,3.0002
2904,leonardo.avellar,mariliamattoso,1.0004
2905,leonardo.ceschin,acessopinhais,0.0
2906,leonardo.duailibe,mastersolucoes,1.0001
2907,leonardo.izabel,colegioeag,3.6727
2908,leonardo.jose,acessocampolargo,0.0
2909,leonardo.lima,physicscidadenova,2.5029
2910,leonardo.moita,stellamarisjuveve,1.0003
2911,leonardo.oliveira,casdvest,3.0023999999999997
2912,leonardo.vieira,physicsaugustomontenegro,2.5026
2913,leonidas.amaral,physicsalmirantebarroso,1.0032
2914,leonidas.aquiles,colegiouniverso,1.0022
2915,leonidas.matta,colegiopremium,1.0037
2916,leopioxi,pioxi,1.2993999999999999
2917,leopoldo.jose,colegiopremium,1.0004
2918,leopoldom,cursoleopoldo,3.029
2919,letchambarelli,cursoisfera,1.0019
2920,leticia.borges,integra,2.5282
2921,leticia.correa,casdvest,1.0097
2922,leticia.ferreira,colegiodasamericas,2.5696
2923,leticia.martins,integra,2.6302000000000003
2924,leticia.monteiro,physicscidadenova,3.5584
2925,leticia.rodrigues,casdvest,1.0028
2926,leticiamsilva,crescercampinas,1.5003
2927,leticiasavaris,brasilcursinhos,4.022
2928,lidiagoncalves,colegiointegral,5.0146999999999995
2929,lidiane,amadeus,2.5087
2930,lidiane.alyne,physicsaugustomontenegro,3.5372
