,namespace,owner,"Média de conteúdos selecionados, curados ou criados por mês"
1257,colegioeag,jeosaine.carvalho,164.8
1258,colegioeag,jose.o.lima,20.0
1259,colegioeag,juliana.ramos,133.75
1260,colegioeag,leonardo.izabel,272.75
1261,colegioeag,marileusa,6.0
1262,colegioeag,moroni.felix,122.75
1263,colegioeag,norma.alcantara,356.5
1264,colegioeag,oilma.faria,111.75
1265,colegioeag,raphael.azevedo,173.5
1266,colegioeag,regina.simoes,180.2
1267,colegioeag,roseane.rodrigues,202.6
1268,colegioeag,sarah.elizabeth,434.0
1269,colegioeag,sarah.lira,129.8
1270,colegioeag,sonia.alexandr,61.75
1271,colegioeag,tamara.oliveira,76.0
1272,colegioeag,virginia.silva,68.0
1273,colegioeag,vitor.melo,107.0
1274,colegioecursodesafio,Andreluiz,65.8
1275,colegioecursodesafio,Dayannealves,10.75
1276,colegioecursodesafio,EnaideSantana,17.8
1277,colegioecursodesafio,Fernandacarla,16.5
1278,colegioecursodesafio,Monalizamaria,2.0
1279,colegioecursodesafio,MonallysaSilva,4.0
1280,colegioecursodesafio,Rodrigopereira,3.0
1281,colegioecursodesafio,RosileideFelix,3.5
1282,colegioecursodesafio,Vanialucia,39.4
1283,colegioecursodesafio,alinedesafio,33.33
1284,colegioecursodesafio,alisonviktor,6.5
1285,colegioecursodesafio,allaneborges,19.0
1286,colegioecursodesafio,andersondesafio,13.75
1287,colegioecursodesafio,annagabriella,121.75
1288,colegioecursodesafio,brunotrindade,78.25
1289,colegioecursodesafio,delinha,48.0
1290,colegioecursodesafio,diogosfreitas,1.0
1291,colegioecursodesafio,dmitri.2021,7.25
1292,colegioecursodesafio,emiliacarvalho,28.0
1293,colegioecursodesafio,erikafalcao,30.33
1294,colegioecursodesafio,filipedesafio,23.0
1295,colegioecursodesafio,flaviomandu,195.5
1296,colegioecursodesafio,gerusadesafio,52.4
1297,colegioecursodesafio,inesgaldino,198.0
1298,colegioecursodesafio,jeff2021,6.5
1299,colegioecursodesafio,jessicamendes,35.0
1300,colegioecursodesafio,juliaaraujo,243.75
1301,colegioecursodesafio,lucianodesafio,147.0
1302,colegioecursodesafio,luisgustavoleitao,25.5
1303,colegioecursodesafio,luiz.santos,87.25
1304,colegioecursodesafio,maestra2021,4.5
1305,colegioecursodesafio,marcelesantos,53.75
1306,colegioecursodesafio,monicadesafio,39.5
1307,colegioecursodesafio,naiadimoura,77.25
1308,colegioecursodesafio,niviadelmiro,65.5
1309,colegioecursodesafio,polianadesafio,170.5
1310,colegioecursodesafio,profbrenodesafio,62.0
1311,colegioecursodesafio,profjosecarlos,172.75
1312,colegioecursodesafio,profraquelbrandao,29.25
1313,colegioecursodesafio,rafaeldesafio,118.33
1314,colegioecursodesafio,rafaelsoares,20.25
1315,colegioecursodesafio,rodolfovalois,41.25
1316,colegioecursodesafio,ruangnf,33.75
1317,colegioecursodesafio,samueldesafio,128.5
1318,colegioecursodesafio,thainaazevedo,39.25
1319,colegioecursodesafio,thainakilvia,113.0
1320,colegioecursodesafio,thiago126,81.75
1321,colegioecursodesafio,thiagonascimento,101.25
1322,colegioecursodesafio,victorcesar,29.4
1323,colegioecursodesafio,viniciusvieira,42.0
1324,colegioecursodesafio,werner,125.75
1325,colegioecursodesafio,wiaponiradesafio,7.25
1326,colegioecursodesafio,wilksilva7,7.75
1327,colegioecursodesafio,yagodesafio,29.75
1328,colegioecursoprogressao,AMANDAGAMA,53.0
1329,colegioecursoprogressao,Cristianebarbalho,1.0
1330,colegioecursoprogressao,DanieleVaranda,13.8
1331,colegioecursoprogressao,EMANUELEDUARTE,37.8
1332,colegioecursoprogressao,Fabioguerra,32.0
1333,colegioecursoprogressao,FabricioRocha,12.2
1334,colegioecursoprogressao,MARCOSVINICIOS,41.0
1335,colegioecursoprogressao,NataliaLacerda,8.5
1336,colegioecursoprogressao,adonismj71,18.8
1337,colegioecursoprogressao,andrec44,5.2
1338,colegioecursoprogressao,brayanc1,17.0
1339,colegioecursoprogressao,cristianefranceschi,12.4
1340,colegioecursoprogressao,danielbiancardi,6.8
1341,colegioecursoprogressao,eduardosouzaprof,13.6
1342,colegioecursoprogressao,fabianoss37,14.33
1343,colegioecursoprogressao,flavioss,32.5
1344,colegioecursoprogressao,henriqueh10,23.6
1345,colegioecursoprogressao,italas53,14.8
1346,colegioecursoprogressao,jribas,55.8
1347,colegioecursoprogressao,leobarboza,9.75
1348,colegioecursoprogressao,marcelogg59,16.4
1349,colegioecursoprogressao,marlonpdp30,2.33
1350,colegioecursoprogressao,prof.Fenelon,24.0
1351,colegioecursoprogressao,profthiagoalmeida,14.25
1352,colegioecursoprogressao,reginabatista,33.4
1353,colegioecursoprogressao,ricardoccf13,6.0
1354,colegioecursoprogressao,rodrigoalberiz,5.0
1355,colegioecursoprogressao,viviane09,36.6
1356,colegioecursoprogressao,wandersonperes,3.25
1357,colegioeducallis,alvaro.maio,26.0
1358,colegioeducallis,dagoliveira,3.0
1359,colegioeducallis,daniel.melo80,1.0
1360,colegioeducallis,edvan.ribeiro,9.0
1361,colegioeducallis,fabioarturisis1,1.0
1362,colegioeducallis,fernanda.graca,15.0
1363,colegioeducallis,maria.leite,25.0
1364,colegioeducallis,nehemias88,3.75
1365,colegioeducallis,tereza.nunes,12.5
1366,colegioeducallis,thacyane.reis,17.0
1367,colegioensitec,aion.roloff,62.6
1368,colegioensitec,andrea.capel,32.5
1369,colegioensitec,bianca.faionatto,14.8
1370,colegioensitec,danielle.aliberte,4.6
1371,colegioensitec,juliana.magnini,10.4
1372,colegioensitec,prof.alan.dias,16.0
1373,colegioensitec,prof.aline.neves,1.0
1374,colegioensitec,prof.allan.araujo,45.0
1375,colegioensitec,prof.ana.soares,57.33
1376,colegioensitec,prof.anderson.coelho,7.75
1377,colegioensitec,prof.andrea.menighini,38.0
1378,colegioensitec,prof.andressa.ribeiro,92.0
1379,colegioensitec,prof.bruna.souza,27.4
1380,colegioensitec,prof.camila.pilato,5.4
1381,colegioensitec,prof.caroline.chyla,30.6
1382,colegioensitec,prof.daiany.dobuchak,37.8
1383,colegioensitec,prof.danielle.moraes,43.0
1384,colegioensitec,prof.eduardo.sigwalt,11.5
1385,colegioensitec,prof.elizandra.cruz,44.2
1386,colegioensitec,prof.erivaldo.rios,23.2
1387,colegioensitec,prof.flavia.motta,36.4
1388,colegioensitec,prof.gessinger.rodecz,20.2
1389,colegioensitec,prof.guilherme.santos,58.6
1390,colegioensitec,prof.jaqueline.santos,42.6
1391,colegioensitec,prof.jean.mori,20.25
1392,colegioensitec,prof.joao.magnani,11.75
1393,colegioensitec,prof.juliana.cegatte,19.5
1394,colegioensitec,prof.juliana.rosa,86.0
1395,colegioensitec,prof.laura.cartaxo,54.0
1396,colegioensitec,prof.lilian.moreira,56.4
1397,colegioensitec,prof.livia.melo,13.8
1398,colegioensitec,prof.lucia.duarte,9.5
1399,colegioensitec,prof.lucio.santos,9.25
1400,colegioensitec,prof.luiz.toniolo,4.0
1401,colegioensitec,prof.luiza.silva,28.0
1402,colegioensitec,prof.marilia.silva,33.5
1403,colegioensitec,prof.stavros.kostopoulos,8.0
1404,colegioensitec,prof.terezinha.salvador,60.2
1405,colegioensitec,prof.thalita.bavaresco,62.4
1406,colegioensitec,prof.thiago.silva,92.6
1407,colegioensitec,prof.willian.melo,45.2
1408,colegioflamingo,Lucimar.Rodrigues,6.5
1409,colegioflamingo,andre.felipe,5.5
1410,colegioflamingo,brenda.goncalves,95.75
1411,colegioflamingo,brunosouza10,90.75
1412,colegioflamingo,eduardo.filho,3.5
1413,colegioflamingo,elieni.caputo,2.0
1414,colegioflamingo,erika.santos,64.0
1415,colegioflamingo,jailson.santos,82.0
1416,colegioflamingo,lennon.luiz,127.25
1417,colegioflamingo,magalycastro10,6.75
1418,colegioflamingo,mariana.lucats,11.0
1419,colegioflamingo,niltoncm79,16.0
1420,colegioflamingo,rodrigoruivo10,78.0
1421,colegioflamingo,tiago.calixto,32.0
1422,colegioflamingo,tiago.malaquias,4.5
1423,colegiofuturageracao,bruna.bandeira,28.75
1424,colegiofuturageracao,cfg.anapaula,70.5
1425,colegiofuturageracao,cfg.daniela,34.5
1426,colegiofuturageracao,cfg.edson,6.0
1427,colegiofuturageracao,cfg.heitor,53.25
1428,colegiofuturageracao,cfg.jessica,34.75
1429,colegiofuturageracao,cfg.mateus,13.0
1430,colegiofuturageracao,cfg.mirela,13.4
1431,colegiofuturageracao,cfg.pedro,28.25
1432,colegiofuturageracao,cfg.renata,77.75
1433,colegiofuturageracao,cfg.sonia,16.5
1434,colegiofuturageracao,cfg.tatiana,32.25
1435,colegiofuturageracao,maria.sugobono,34.0
1436,colegioglobal,elaine.gomes,1.0
1437,colegioglobal,karla.trinta,1.5
1438,colegioglobal,keli.brito,5.33
1439,colegioglobal,ricardo.inoue,12.33
1440,colegioglobal,thiago.carvalho,2.0
1441,colegioguilhermedealmeida,Nikki,10.0
1442,colegioguilhermedealmeida,adrianakeith,48.0
1443,colegioguilhermedealmeida,alexandrearrigone,18.0
1444,colegioguilhermedealmeida,anapaulaneves,10.5
1445,colegioguilhermedealmeida,andremagico,16.25
1446,colegioguilhermedealmeida,angelicarocha,43.5
1447,colegioguilhermedealmeida,biancacultura,8.0
1448,colegioguilhermedealmeida,biancanagem,2.5
1449,colegioguilhermedealmeida,brunagouveia,29.75
1450,colegioguilhermedealmeida,brunobezerra,18.75
1451,colegioguilhermedealmeida,caio.batista,9.25
1452,colegioguilhermedealmeida,carolinaramos,90.25
1453,colegioguilhermedealmeida,cassioribeiro,6.5
1454,colegioguilhermedealmeida,cicerojose,23.0
1455,colegioguilhermedealmeida,cristianerorato,71.75
1456,colegioguilhermedealmeida,cristinabrites,81.25
1457,colegioguilhermedealmeida,daniellemdc,74.75
1458,colegioguilhermedealmeida,danielrplacido,13.5
1459,colegioguilhermedealmeida,danilocavalcante,7.25
1460,colegioguilhermedealmeida,elianeavando,7.75
1461,colegioguilhermedealmeida,emmanuelguimaraes,14.4
1462,colegioguilhermedealmeida,fabioapmonteiro,20.0
1463,colegioguilhermedealmeida,fabiocorinthians,3.0
1464,colegioguilhermedealmeida,fabioluizsimon,35.8
1465,colegioguilhermedealmeida,gianpaolo.ferracciu,19.25
1466,colegioguilhermedealmeida,grazieladasneves,16.2
1467,colegioguilhermedealmeida,grazielagaspar,156.75
1468,colegioguilhermedealmeida,guilhermetohi,39.25
1469,colegioguilhermedealmeida,gustavo.caldas,6.25
1470,colegioguilhermedealmeida,ikeda,5.5
1471,colegioguilhermedealmeida,iristrevisan,11.0
1472,colegioguilhermedealmeida,isabellacosta,97.75
1473,colegioguilhermedealmeida,isabelofumo,164.25
1474,colegioguilhermedealmeida,jaquelinega,26.75
1475,colegioguilhermedealmeida,jemusugo,5.25
1476,colegioguilhermedealmeida,jorgechaves,13.0
1477,colegioguilhermedealmeida,julianagarbulho,35.75
1478,colegioguilhermedealmeida,larissamabello,57.5
1479,colegioguilhermedealmeida,leandro.martins,53.0
1480,colegioguilhermedealmeida,lucasaraujo,12.75
1481,colegioguilhermedealmeida,lucianacravero,85.5
1482,colegioguilhermedealmeida,luciliaisabel,88.25
1483,colegioguilhermedealmeida,luicascarlos,19.75
1484,colegioguilhermedealmeida,luizfernandoleite,13.75
1485,colegioguilhermedealmeida,marciocorrea,2.5
1486,colegioguilhermedealmeida,mauriciobitencourt,34.0
1487,colegioguilhermedealmeida,michelalves,36.25
1488,colegioguilhermedealmeida,nataliagarcia,5.0
1489,colegioguilhermedealmeida,nataliateixeira,41.0
1490,colegioguilhermedealmeida,pedrohenriqueverdan,9.5
1491,colegioguilhermedealmeida,priscila.franca,21.5
1492,colegioguilhermedealmeida,rafaela.constant,13.25
1493,colegioguilhermedealmeida,rafaelpirata,36.0
1494,colegioguilhermedealmeida,renan.rsfelix,2.0
1495,colegioguilhermedealmeida,sandraramos,27.25
1496,colegioguilhermedealmeida,simonecristina,29.0
1497,colegioguilhermedealmeida,simonenunes,46.75
1498,colegioguilhermedealmeida,solangeaparecida,64.75
1499,colegioguilhermedealmeida,talitateixeira,57.0
1500,colegioguilhermedealmeida,tatiana.costa,14.25
1501,colegioguilhermedealmeida,vanessacurriel,123.0
1502,colegioguilhermedealmeida,william.f,20.5
1503,colegioiguatemy,PriscillaLisboa1,6.75
1504,colegioiguatemy,amandah84,9.0
1505,colegioiguatemy,anapcr99,77.5
1506,colegioiguatemy,andreiacfp91,17.25
1507,colegioiguatemy,betarte2015,18.0
1508,colegioiguatemy,clarianaro54,113.0
1509,colegioiguatemy,elisangela.silva,2.0
1510,colegioiguatemy,everton.jose,43.2
1511,colegioiguatemy,giselerr75,26.0
1512,colegioiguatemy,igprof41,2.0
1513,colegioiguatemy,jeanebarbosa,38.5
1514,colegioiguatemy,patriciao14,30.0
1515,colegioiguatemy,profig01,49.5
1516,colegioiguatemy,profig02,55.8
1517,colegioiguatemy,profig04,7.67
1518,colegioiguatemy,profig06,40.75
1519,colegioiguatemy,profig07,68.6
1520,colegioiguatemy,profig08,119.6
1521,colegioiguatemy,profig09,50.8
1522,colegioiguatemy,profig10,40.0
1523,colegioiguatemy,profig11,38.0
1524,colegioiguatemy,profig12,56.75
1525,colegioiguatemy,profig15,173.0
1526,colegioiguatemy,profig16,80.5
1527,colegioiguatemy,profig17,34.5
1528,colegioiguatemy,profig18,59.75
1529,colegioiguatemy,profig22,133.75
1530,colegioiguatemy,profig23,8.67
1531,colegioiguatemy,profig24,65.2
1532,colegioiguatemy,profig25,72.4
1533,colegioiguatemy,profig26,31.75
1534,colegioiguatemy,profig27,57.4
1535,colegioiguatemy,profig30,3.5
1536,colegioiguatemy,profig31,32.75
1537,colegioiguatemy,profig36,7.0
1538,colegioiguatemy,profig37,45.0
1539,colegioiguatemy,vladir,8.0
1540,colegioiguatemy,williamzr82,17.75
1541,colegiointegral,ALANROBSON,692.0
1542,colegiointegral,RodrigoLima,30.0
1543,colegiointegral,adroaldolima,10.33
1544,colegiointegral,agama,35.4
1545,colegiointegral,alexandrasantos,47.0
1546,colegiointegral,anacd34,131.8
1547,colegiointegral,analuizarego,7.5
1548,colegiointegral,angelicaqueiroz,1.0
1549,colegiointegral,antoniaps66,143.2
1550,colegiointegral,arianepeixoto,11.67
1551,colegiointegral,barbaraportela,108.6
1552,colegiointegral,bartilotti,6.0
1553,colegiointegral,beatrizreis,49.2
1554,colegiointegral,betomerces,3.0
1555,colegiointegral,brunolar78,48.8
1556,colegiointegral,caraujo,12.0
1557,colegiointegral,carine2019,131.6
1558,colegiointegral,carolsilveira,6.5
1559,colegiointegral,catianemonteiro,90.4
1560,colegiointegral,cbrito,55.8
1561,colegiointegral,claudiakids63,102.6
1562,colegiointegral,danielsilva1,5.0
1563,colegiointegral,danusiasouza,127.0
1564,colegiointegral,dartcssl41,108.5
1565,colegiointegral,dayanedias,246.6
1566,colegiointegral,dcavalcanti,3.33
1567,colegiointegral,dejesus,71.6
1568,colegiointegral,deysemiranda14,33.2
1569,colegiointegral,ecaldeira,54.33
1570,colegiointegral,eduardaduarte,38.0
1571,colegiointegral,eduardoluis2,70.0
1572,colegiointegral,esportes,22.25
1573,colegiointegral,euclides,7.5
1574,colegiointegral,fabiomutti,25.0
1575,colegiointegral,felipesm54,9.0
1576,colegiointegral,fernandaargollo,7.0
1577,colegiointegral,fernandagermano,28.67
1578,colegiointegral,fiinho,14.4
1579,colegiointegral,flaviana19,81.8
1580,colegiointegral,gabrielanpereira,68.0
1581,colegiointegral,gabrielfalmeida,15.8
1582,colegiointegral,gideonmuniz,63.8
1583,colegiointegral,gsantino,12.4
1584,colegiointegral,hamilton69,8.67
1585,colegiointegral,helenamoraes,55.6
1586,colegiointegral,ilanaguimaraes,16.2
1587,colegiointegral,iolels79,11.4
1588,colegiointegral,isaiza,76.8
1589,colegiointegral,iuri.freitas,27.6
1590,colegiointegral,izabelaguerreiro,16.0
1591,colegiointegral,jeffersonferreira,22.33
1592,colegiointegral,jpinheiro,7.0
1593,colegiointegral,julianadiasintegral,25.67
1594,colegiointegral,katiaribeiro,65.0
1595,colegiointegral,ksobrinho,14.67
1596,colegiointegral,larafreitas,46.8
1597,colegiointegral,leanaoliveira,36.33
1598,colegiointegral,leilabortolucci,29.2
1599,colegiointegral,lidiagoncalves,21.5
1600,colegiointegral,luizalavorato,51.0
1601,colegiointegral,luizasmenezes,7.5
1602,colegiointegral,marcioaurelyano,19.2
1603,colegiointegral,marcuseloi,9.8
1604,colegiointegral,mariabussi,12.6
1605,colegiointegral,mariliaferreira,3.0
1606,colegiointegral,mariofisica,7.5
1607,colegiointegral,mauricioneto,23.0
1608,colegiointegral,mbordoni,33.25
1609,colegiointegral,mdorian,47.75
1610,colegiointegral,meiremartins,138.6
1611,colegiointegral,milaneteixeira,2.0
1612,colegiointegral,moysesprelhs,35.5
1613,colegiointegral,mrosario,41.4
1614,colegiointegral,murilocm20,15.67
1615,colegiointegral,nbarreto,54.67
1616,colegiointegral,paulasandrine,6.0
1617,colegiointegral,pcarvalho,127.0
1618,colegiointegral,pcorreia,105.2
1619,colegiointegral,pedrohenriqueathaide,2.0
1620,colegiointegral,ppaula,1016.2
1621,colegiointegral,protelma,40.8
1622,colegiointegral,rafaelrangel,17.4
1623,colegiointegral,raonychave,13.5
1624,colegiointegral,rebecakelly,75.8
1625,colegiointegral,rgonzalez,41.0
1626,colegiointegral,ricardocarvalho,9.2
1627,colegiointegral,robsonsilva2,7.6
1628,colegiointegral,roquelinaitaia,104.4
1629,colegiointegral,selmacarvalho,21.6
1630,colegiointegral,sergioa76,15.2
1631,colegiointegral,sergiomagalhaes,10.5
1632,colegiointegral,tacyanamoreira,4.2
1633,colegiointegral,targolo,40.8
1634,colegiointegral,teresaveloso,220.8
1635,colegiointegral,tfreitas,36.8
1636,colegiointegral,thanimafra,15.0
1637,colegiointegral,tmedeiros,12.67
1638,colegiointegral,tormundo,35.6
1639,colegiointegral,vladmir,10.4
1640,colegiointegral,vsousa,268.8
1641,colegiointegral,wendelgomes,44.8
1642,colegiointegral,wladmirbezerra,21.6
1643,colegiojoaopaulo,adriana.rita,90.0
1644,colegiojoaopaulo,alex.soares,25.6
1645,colegiojoaopaulo,alexei.machado,53.4
1646,colegiojoaopaulo,aliene.pinto,48.2
1647,colegiojoaopaulo,aline.costa,59.2
1648,colegiojoaopaulo,alvaro.neto,17.6
1649,colegiojoaopaulo,amanda.ayres,117.6
1650,colegiojoaopaulo,ana.marson,105.6
1651,colegiojoaopaulo,andressa.campezato,159.4
1652,colegiojoaopaulo,ariane.chagas,5.0
1653,colegiojoaopaulo,ariela.mester,6.0
1654,colegiojoaopaulo,berenice.moura,5.0
1655,colegiojoaopaulo,carla.bavaresco,38.8
1656,colegiojoaopaulo,carlos.leandro,16.4
1657,colegiojoaopaulo,cintia.regina,68.2
1658,colegiojoaopaulo,claudia.morena,69.0
1659,colegiojoaopaulo,claudia.regina,69.0
1660,colegiojoaopaulo,claudia.schneider,36.0
1661,colegiojoaopaulo,cristiano.rupp,53.4
1662,colegiojoaopaulo,denise.laitano,53.2
1663,colegiojoaopaulo,diego.angelos,23.2
1664,colegiojoaopaulo,eliete.lucia,57.8
1665,colegiojoaopaulo,eneida.marques,46.6
1666,colegiojoaopaulo,eva.maria,44.4
1667,colegiojoaopaulo,fabiane.campos,60.6
1668,colegiojoaopaulo,felipe.bondan,13.5
1669,colegiojoaopaulo,fernanda.tondolo,7.0
1670,colegiojoaopaulo,fernanda.universitario,16.0
1671,colegiojoaopaulo,gabriel.aimi,12.4
1672,colegiojoaopaulo,gabriela.schons,7.4
1673,colegiojoaopaulo,gilberto.ramos,30.0
1674,colegiojoaopaulo,gilson.brisolara,22.4
1675,colegiojoaopaulo,grace.costa,148.0
1676,colegiojoaopaulo,guilherme.guerra,51.4
1677,colegiojoaopaulo,henrique.aro,8.6
1678,colegiojoaopaulo,izabela.espindola,52.4
1679,colegiojoaopaulo,jessica.lauermann,14.33
1680,colegiojoaopaulo,jones.ferreira,36.6
1681,colegiojoaopaulo,juliana.schmitz,31.8
1682,colegiojoaopaulo,katia.dalbem,86.8
1683,colegiojoaopaulo,kerolin.correa,10.8
1684,colegiojoaopaulo,laura.antunes,12.6
1685,colegiojoaopaulo,laura.bueno,5.0
1686,colegiojoaopaulo,lisiane.maria,84.2
1687,colegiojoaopaulo,luana.peres,60.6
1688,colegiojoaopaulo,luciano.machado,43.0
1689,colegiojoaopaulo,marcelo.nunes,15.6
1690,colegiojoaopaulo,marcos.bondan,25.4
1691,colegiojoaopaulo,marcos.santos,19.6
1692,colegiojoaopaulo,maria.tereza,31.0
1693,colegiojoaopaulo,marta.lima,97.4
1694,colegiojoaopaulo,martha.rheingantz,30.0
1695,colegiojoaopaulo,matheus.luz,25.0
1696,colegiojoaopaulo,oliver.goulart,15.2
1697,colegiojoaopaulo,paula.albiero,92.8
1698,colegiojoaopaulo,paulo.castro,19.6
1699,colegiojoaopaulo,paulo.vargas,78.8
1700,colegiojoaopaulo,pedro.grunberg,27.8
1701,colegiojoaopaulo,rafael.alves,50.0
1702,colegiojoaopaulo,raquel.costa,177.0
1703,colegiojoaopaulo,raquel.ferreira,26.0
1704,colegiojoaopaulo,renata.cruz,48.2
1705,colegiojoaopaulo,roberta.silva,66.4
1706,colegiojoaopaulo,sabrina.rocha,127.2
1707,colegiojoaopaulo,thais.presa,44.8
1708,colegiojoaopaulo,thiago.nunes,8.0
1709,colegioliceu,adminsas,976.0
1710,colegiomartinus,sas.admin,2149.0
1711,colegiomartinus,sas.professor,1.0
1712,colegioplanck,academico,37.33
1713,colegiopremium,Alessandra.santos,113.25
1714,colegiopremium,Andre.simoes,5.0
1715,colegiopremium,Fabiany.Catunda,5.5
1716,colegiopremium,Karoline.Amorim,8.25
1717,colegiopremium,Paula.silva,13.25
1718,colegiopremium,Raimundo.marques,7.0
1719,colegiopremium,adriele.silva,8.4
1720,colegiopremium,ana.cruz,2.0
1721,colegiopremium,caroline.rocha,18.75
1722,colegiopremium,diego.santos,13.67
1723,colegiopremium,eder.brilhante,2.0
1724,colegiopremium,ederson.santos,40.5
1725,colegiopremium,estevao.farias,2.0
1726,colegiopremium,francisco.neto,10.75
1727,colegiopremium,geovana.lopes,4.0
1728,colegiopremium,gustavo.capela,6.0
1729,colegiopremium,iara.bentes,35.25
1730,colegiopremium,jean.silva,1.0
1731,colegiopremium,jocimar.xavier,6.75
1732,colegiopremium,jose.costa,4.0
1733,colegiopremium,jose.mendes,19.0
1734,colegiopremium,karla.santo,78.4
1735,colegiopremium,kellen.souza,4.0
1736,colegiopremium,leonidas.matta,8.5
1737,colegiopremium,leopoldo.jose,2.0
1738,colegiopremium,luciana.correa,1.0
1739,colegiopremium,massila.guedes,12.0
1740,colegiopremium,melquisedeque.campos,6.0
1741,colegiopremium,pantoja.kaio,2.33
1742,colegiopremium,paula.sila,2.0
1743,colegiopremium,paulo.souza,7.0
1744,colegiopremium,priscila.brito,3.5
1745,colegiopremium,roterdan.silva,17.33
1746,colegiopremium,vanessa.galvao,9.25
1747,colegiopremium,yasmin.calado,11.0
1748,colegiopremium,yuri.mendes1,6.0
1749,colegiopremium,yuri.sena,7.33
1750,colegiopremiumgentil,pamelasantana.premium,319.8
1751,colegiopremiumgentil,premium.anderson,7.0
1752,colegiopremiumgentil,premium.aquiles,6.33
1753,colegiopremiumgentil,premium.fadel,1.0
1754,colegiopremiumgentil,premium.kaio,1.0
1755,colegiopremiumgentil,premium.marques,10.25
1756,colegiopremiumgentil,premium.yuri,2.0
1757,colegiopremiumgentil,premium.yurimendes,1.5
1758,colegiopremiumgentil,rodrigorocha.premium,4.0
1759,colegioprogresso,sas.admin,1247.0
1760,colegioprogresso,sas.professor,3.0
1761,colegioriobranco,anapaula.riobranco,1.0
1762,colegioriobranco,sas.admin,475.5
1763,colegioriobranco,sas.professor,2.0
1764,colegiosaberviver,sas.admin,3.0
1765,colegiosaoluis,adminsas,2.0
1766,colegiosaoluis,sas.admin,448.0
1767,colegiosaoluis,sas.professor,2.0
1768,colegiosete,Gui20102006,12.8
1769,colegiosete,Kessia,8.0
1770,colegiosete,Lima24,7.2
1771,colegiosete,adenaide.alves,7.0
1772,colegiosete,alan.lopes,4.6
1773,colegiosete,aline.figueiredo,4.33
1774,colegiosete,andreasouza,5.5
1775,colegiosete,andreiacarmo,8.4
1776,colegiosete,andrey.oliveira,11.5
1777,colegiosete,arivaldo.jesus,20.0
1778,colegiosete,celso.junior,2.33
1779,colegiosete,claudia.rafaella,2.25
1780,colegiosete,clea.bernardo,11.25
1781,colegiosete,cristiane.lourenco,18.0
1782,colegiosete,diogosouza,10.4
1783,colegiosete,edla.cruz,5.75
1784,colegiosete,elidia.santos,3.8
1785,colegiosete,flavio.oliveira,2.25
1786,colegiosete,gilson.pereira,4.75
1787,colegiosete,gleubsia.arruda,4.0
1788,colegiosete,gloria.aline,17.2
1789,colegiosete,icarov26,95.2
1790,colegiosete,isaac.costa,15.4
1791,colegiosete,joelmaejmel,11.0
1792,colegiosete,kennedy.alcantara,6.5
1793,colegiosete,marlinha85,6.25
1794,colegiosete,neirenascimento,2.0
1795,colegiosete,osmanrd12,3.0
1796,colegiosete,profedmario,2.0
1797,colegiosete,ricardo.filho,6.0
1798,colegiosete,roberta.santos,6.25
1799,colegiosete,rosemeire.silva,6.5
1800,colegiosete,stelle.costa,2.5
1801,colegiosete,tacila.rayane,1.6
1802,colegiosete,thiago.pereira,7.0
1803,colegiosete,valquiria.silva,2.0
1804,colegiosete,viviany.lira,16.0
1805,colegiosete,wilmacf43,15.33
1806,colegiosete,zelia,15.0
1807,colegiouirapuru,Bruno.castro,5.0
1808,colegiouirapuru,aline.aquino,4.5
1809,colegiouirapuru,amanda.kiyama,2.0
1810,colegiouirapuru,andre.silva2,3.0
1811,colegiouirapuru,carolina.vieira,1.0
1812,colegiouirapuru,esther.guastella,63.0
1813,colegiouirapuru,flavia.correa,6.5
1814,colegiouirapuru,gabriela.antonio,2.0
1815,colegiouirapuru,gabriella.gomes,4.5
1816,colegiouirapuru,guilherme.soto,10.0
1817,colegiouirapuru,isabella.amaral,8.0
1818,colegiouirapuru,jean.cardoso,3.33
1819,colegiouirapuru,mariane.silva,1.0
1820,colegiouirapuru,prof.carlos.guariglia,60.75
1821,colegiouirapuru,prof.carlos.vaz,2.0
1822,colegiouirapuru,prof.claudia.marques,2.8
1823,colegiouirapuru,prof.eduardo.torres,13.33
1824,colegiouirapuru,prof.francileide.cunha,2.0
1825,colegiouirapuru,prof.katia.yabiku,9.5
1826,colegiouirapuru,prof.marcelo.morandi,1.5
1827,colegiouirapuru,rafael.pacce,3.0
1828,colegiouirapuru,silvia.ambrozio,1.67
1829,colegiouirapuru,tatiana.pasin,3.0
1830,colegiouirapuru,vinicius.salvestro,6.33
1831,colegiouniverso,MikaelySoares,54.25
1832,colegiouniverso,UNIVERSO.ARNOL.ROSA,17.0
1833,colegiouniverso,abner.souza,10.5
1834,colegiouniverso,amauri.geraldo,3.33
1835,colegiouniverso,andre.gatinho,1.0
1836,colegiouniverso,andreisson.conceicao,9.0
1837,colegiouniverso,antonio.alan,6.0
1838,colegiouniverso,antonio.teles,12.0
1839,colegiouniverso,bruno.barreto,5.5
1840,colegiouniverso,carolina.menezes,6.75
1841,colegiouniverso,cassio.marcelo,5.0
1842,colegiouniverso,daisy.macedo,5.0
1843,colegiouniverso,daniel.carmo,6.0
1844,colegiouniverso,derick.carvalho,5.0
1845,colegiouniverso,francisco.assis,19.0
1846,colegiouniverso,glaucia.mirandil,5.67
1847,colegiouniverso,helder.santos,9.67
1848,colegiouniverso,jdhenef.neves,7.0
1849,colegiouniverso,jessica.suelem,35.5
1850,colegiouniverso,jose.alberto,5.5
