,namespace,owner,"Média de conteúdos selecionados, curados ou criados por mês"
4477,universitariolondrina,edneia.pinho.universitario,33.0
4478,universitariolondrina,eduardo.favaro.universitario,7.75
4479,universitariolondrina,elaine.ramos.universitario,54.2
4480,universitariolondrina,elisa.castilho.universitario,9.2
4481,universitariolondrina,elma.abelha.universitario,56.8
4482,universitariolondrina,enio.massao.universitario,18.0
4483,universitariolondrina,erivaldo.rios.universitario,105.33
4484,universitariolondrina,fabiana.rechi.universitario,96.2
4485,universitariolondrina,fabiano.scalassara.universitario,70.4
4486,universitariolondrina,fabio.bruschi.universitario,16.2
4487,universitariolondrina,fernanda.socorro.universitario,48.4
4488,universitariolondrina,fernanda.souza.universitario,60.2
4489,universitariolondrina,flaviano.lopes.universitario,31.4
4490,universitariolondrina,francielle.ferreira.universitario,15.0
4491,universitariolondrina,glauce.pagan.universitario,35.2
4492,universitariolondrina,graciano.beletti.universitario,64.4
4493,universitariolondrina,guilherme.mansano.universitario,30.0
4494,universitariolondrina,gustavo.afonso.universitario,12.4
4495,universitariolondrina,gustavo.corazza.universitario,45.0
4496,universitariolondrina,henrique.zotarelli.universitario,77.0
4497,universitariolondrina,ingrid.selegrin.universitario,56.0
4498,universitariolondrina,isabela.bacaro.universitario,122.0
4499,universitariolondrina,jaqueline.console.universitario,10.25
4500,universitariolondrina,joao.capri.universitario,13.5
4501,universitariolondrina,joelson.juliani.universitario,8.2
4502,universitariolondrina,josaine.pacheco.universitario,42.6
4503,universitariolondrina,juliano.souza.universitario,12.6
4504,universitariolondrina,julio.silva.universitario,9.6
4505,universitariolondrina,junio.silva.universitario,6.2
4506,universitariolondrina,kalahan.seleri.universitario,36.6
4507,universitariolondrina,larissa.alencar.universitario,56.6
4508,universitariolondrina,leila.martinez.universitario,15.2
4509,universitariolondrina,ligia.giovaninetti.universitario,45.0
4510,universitariolondrina,lilian.juliane.universitario,25.8
4511,universitariolondrina,loren.chicilia,33.4
4512,universitariolondrina,lucas.andrade.universitario,72.2
4513,universitariolondrina,lucas.negrao.universitario,4.25
4514,universitariolondrina,lucas.prado.universitario,27.4
4515,universitariolondrina,luci.giovaninetti.universitario,12.75
4516,universitariolondrina,luiz.bueno.universitario,8.2
4517,universitariolondrina,marcos.castilho.universitario,10.2
4518,universitariolondrina,marcos.daniel.universitario,22.0
4519,universitariolondrina,mariangela.lopes.universitario,35.6
4520,universitariolondrina,marisa.raatz,97.0
4521,universitariolondrina,matheus.favaro.universitario,28.4
4522,universitariolondrina,monica.barone.universitario,21.0
4523,universitariolondrina,monica.costa.universitario,76.2
4524,universitariolondrina,nathana.rocha.universitario,18.5
4525,universitariolondrina,osmar.pereira.universitario,10.6
4526,universitariolondrina,paulo.inada.universitario,10.6
4527,universitariolondrina,professor.pedro.kikumoto,18.33
4528,universitariolondrina,rafael.alves,10.0
4529,universitariolondrina,rafael.canaveze.universitario,23.6
4530,universitariolondrina,rafael.ferreira.universitario,20.5
4531,universitariolondrina,rafael.pelaquim.universitario,34.4
4532,universitariolondrina,raphael.testa.universitario,44.0
4533,universitariolondrina,raquel.cardoso.universitario,17.6
4534,universitariolondrina,rebeca.macedo.universitario,31.0
4535,universitariolondrina,rejane.silva.universitario,38.0
4536,universitariolondrina,renata.pires.universitario,35.6
4537,universitariolondrina,renata.souza.universitario,101.0
4538,universitariolondrina,renato.santaella.universitario,22.8
4539,universitariolondrina,ricardo.santos.universitario,10.6
4540,universitariolondrina,ricardo.siqueira,10.0
4541,universitariolondrina,rodolfo.funfas.universitario,7.6
4542,universitariolondrina,rodrigo.mendonca.universitario,10.75
4543,universitariolondrina,rogerio.mendonca.universitario,5.6
4544,universitariolondrina,rosa.cardoso.universitario,14.8
4545,universitariolondrina,roziane.fernandes.universitario,65.0
4546,universitariolondrina,sandra.arcuri.universitario,13.4
4547,universitariolondrina,sergio.endo.universitario,54.8
4548,universitariolondrina,sidney.almeida.universitario,21.4
4549,universitariolondrina,simone.costa.universitario,23.5
4550,universitariolondrina,simone.neves.universitario,122.0
4551,universitariolondrina,sonia.ribeiro.universitario,68.6
4552,universitariolondrina,sonia.sita.universitario,25.6
4553,universitariolondrina,taiane.silva.universitario,91.0
4554,universitariolondrina,talita.cavalcante.universitario,17.0
4555,universitariolondrina,tatiane.veigas.universitario,38.0
4556,universitariolondrina,univaldo.buranello.universitario,43.8
4557,universitariolondrina,vagner.pinto.universitario,26.0
4558,universitariolondrina,vanessa.goncalves.universitario,82.2
4559,universitariolondrina,vanessa.paes.universitario,3.33
4560,universitariolondrina,vinicius.lima.universitario,11.67
4561,universitariolondrina,vivian.piazza.universitario,112.6
4562,universobarcarena,UNIVERSOBARCARENA,103.0
4563,universobarcarena,alvaro.ayres1,14.25
4564,universobarcarena,ana.cristina1,18.0
4565,universobarcarena,angelica.pastana1,1.0
4566,universobarcarena,antonio.carlos1,6.25
4567,universobarcarena,brenda.dias1,14.5
4568,universobarcarena,camila.jesus,40.25
4569,universobarcarena,claudete.souza1,25.25
4570,universobarcarena,cleber.monteiro1,6.33
4571,universobarcarena,cristiano.magalhaes1,18.0
4572,universobarcarena,cristiano.navegantes1,7.5
4573,universobarcarena,dalton.rodrigues1,24.0
4574,universobarcarena,daniela.santos,4.5
4575,universobarcarena,ederson.costa1,40.33
4576,universobarcarena,edinaldo.andrade1,5.0
4577,universobarcarena,eliana.bastos1,15.0
4578,universobarcarena,elizabeth.ferreira1,34.0
4579,universobarcarena,ennyo.vinicios1,10.0
4580,universobarcarena,erika.tatiane1,4.25
4581,universobarcarena,estefany.bastos1,5.0
4582,universobarcarena,fabiany.machado1,2.33
4583,universobarcarena,fernanda.lima1,37.25
4584,universobarcarena,flavia.amoedo1,109.4
4585,universobarcarena,gedielson.soeiro1,9.25
4586,universobarcarena,giancarlo.pereira,2.0
4587,universobarcarena,hadassa.moura,40.75
4588,universobarcarena,helbert.danilo1,6.25
4589,universobarcarena,helio.rebelo1,18.0
4590,universobarcarena,isabele.angelica1,27.0
4591,universobarcarena,ivana.leal,11.25
4592,universobarcarena,jannia.erika1,30.5
4593,universobarcarena,jdhenef.cruz1,17.25
4594,universobarcarena,joelma.pinheiro1,38.25
4595,universobarcarena,josete.vasconcelos,111.8
4596,universobarcarena,joyce.seabra,103.75
4597,universobarcarena,kaio.geografia,2.75
4598,universobarcarena,karen.fortuna1,9.0
4599,universobarcarena,leandro.monteiro1,8.0
4600,universobarcarena,luana.sousa,3.0
4601,universobarcarena,lucas.moreira1,7.0
4602,universobarcarena,marcia.azevedo,4.0
4603,universobarcarena,marcio.ribeiro1,37.75
4604,universobarcarena,marcos.girard1,9.25
4605,universobarcarena,monica.monteiro1,26.25
4606,universobarcarena,natalia.magno1,20.0
4607,universobarcarena,olindo.neto,50.5
4608,universobarcarena,orlandinauniverso,3.0
4609,universobarcarena,paula.lago1,32.33
4610,universobarcarena,paulo.siqueira1,6.0
4611,universobarcarena,priscila.carvalho1,22.5
4612,universobarcarena,rayza.pereira,1.0
4613,universobarcarena,renato.daniel1,1.5
4614,universobarcarena,rony.roderico1,8.0
4615,universobarcarena,shirley.colonheis1,15.33
4616,universobarcarena,simone.vieira,52.5
4617,universobarcarena,soraya.sacramento1,10.75
4618,universobarcarena,thaissa.fatima,7.75
4619,universobarcarena,thaysa.lima,35.0
4620,universobarcarena,universoclaudia,115.25
4621,universobarcarena,vinicius.ferreira1,6.25
4622,universobarcarena,vitoria.seabra,39.0
4623,valdemiracoelho,edu.luciano.filho,4.0
4624,valdemiracoelho,eduprof.lucia.gomes.vc,3.0
4625,valdemiracoelho,eduprof.luiza.cristina.vc,1.0
4626,valdemiracoelho,eduprof.maria.geisa.vc,1.0
4627,valdemiracoelho,eduprof.samuel.martins.vc,7.0
4628,venceslauchaves,eduprofvc.ana.cristina,1.0
4629,venceslauchaves,eduprofvc.maria.cleide,1.0
4630,venceslauchaves,eduprofvc.maria.rodrigues,11.0
4631,venceslauchaves,eduprofvc.maria.zeneide,4.0
4632,venceslauchaves,eduprofvc.roberto.cesar,1.0
4633,villalobos,AlineMatiusso,20.6
4634,villalobos,AnaCarol,52.2
4635,villalobos,PedroAlves2,10.0
4636,villalobos,adrianolacerdarolim,48.2
4637,villalobos,alexandrealtomani,61.2
4638,villalobos,amandamolina,41.8
4639,villalobos,anaelmariano,7.0
4640,villalobos,anaguerra,8.5
4641,villalobos,angelovansan,6.5
4642,villalobos,arianepaiva,34.0
4643,villalobos,barbaradellaroza,28.75
4644,villalobos,biancamilan,49.5
4645,villalobos,borim,18.2
4646,villalobos,brunomachadomedeiros,28.2
4647,villalobos,caioalmeida,75.5
4648,villalobos,carolbalbino,60.0
4649,villalobos,cintiapogoretti,235.0
4650,villalobos,claudiacastelucci,3.0
4651,villalobos,danieladiab,10.8
4652,villalobos,danielagodoy,89.5
