,namespace,owner,"Média de exércicios selecionados, curados ou criados por mês"
3383,physicsumarizal,marynara.flor,43.57
3384,physicsumarizal,mayara.cristiny,40.0
3385,physicsumarizal,paulo.rodrigo,17.75
3386,physicsumarizal,raffaella.freitas,31.2
3387,physicsumarizal,sandro.jhordan,18.2
3388,physicsumarizal,sara.brigida,57.0
3389,physicsumarizal,suzana.souza,175.43
3390,physicsumarizal,victoria.pinheiro,33.86
3391,physicsumarizal,wagner.souto,473.2
3392,pioxi,auxiliarcoord4,1167.86
3393,pioxi,coordenacaopioxi1,55.33
3394,pioxi,coordenacaopioxi2,28.5
3395,pioxi,coordenacaopioxi3,226.2
3396,pioxi,leopioxi,183.67
3397,pioxi,paulopioxi,17.5
3398,pioxi,profpioxi1,77.75
3399,pioxi,profpioxi10,25.83
3400,pioxi,profpioxi100,84.4
3401,pioxi,profpioxi105,29.86
3402,pioxi,profpioxi11,64.0
3403,pioxi,profpioxi13,18.67
3404,pioxi,profpioxi14,17.33
3405,pioxi,profpioxi15,51.25
3406,pioxi,profpioxi155,10.83
3407,pioxi,profpioxi157,31.86
3408,pioxi,profpioxi16,41.67
3409,pioxi,profpioxi17,72.0
3410,pioxi,profpioxi171,38.14
3411,pioxi,profpioxi172,17.0
3412,pioxi,profpioxi18,22.5
3413,pioxi,profpioxi1976,90.0
3414,pioxi,profpioxi2,53.0
3415,pioxi,profpioxi2021,34.67
3416,pioxi,profpioxi2021.11,29.33
3417,pioxi,profpioxi2021.12,48.0
3418,pioxi,profpioxi2021.13,32.0
3419,pioxi,profpioxi2021.23,37.71
3420,pioxi,profpioxi25,36.0
3421,pioxi,profpioxi26,79.0
3422,pioxi,profpioxi27,36.6
3423,pioxi,profpioxi28,60.0
3424,pioxi,profpioxi29,34.43
3425,pioxi,profpioxi31,35.43
3426,pioxi,profpioxi32,30.67
3427,pioxi,profpioxi34,36.83
3428,pioxi,profpioxi39,13.5
3429,pioxi,profpioxi40,26.83
3430,pioxi,profpioxi41,25.0
3431,pioxi,profpioxi42,77.0
3432,pioxi,profpioxi43,53.0
3433,pioxi,profpioxi46,34.8
3434,pioxi,profpioxi47,15.0
3435,pioxi,profpioxi48,47.5
3436,pioxi,profpioxi49,12.0
3437,pioxi,profpioxi50,47.43
3438,pioxi,profpioxi51,40.0
3439,pioxi,profpioxi52,50.67
3440,pioxi,profpioxi54,15.0
3441,pioxi,profpioxi56,58.0
3442,pioxi,profpioxi57,16.57
3443,pioxi,profpioxi58,99.43
3444,pioxi,profpioxi59,59.17
3445,pioxi,profpioxi60,3.67
3446,pioxi,profpioxi61,20.14
3447,pioxi,profpioxi64,33.29
3448,pioxi,profpioxi7,42.86
3449,pioxi,profpioxi70,10.0
3450,pioxi,profpioxi78,12.17
3451,pioxi,profpioxi8,31.86
3452,pioxi,profpioxi83,37.86
3453,pioxi,profpioxi85,23.4
3454,pioxi,profpioxi88,8.4
3455,pioxi,profpioxi9,97.57
3456,pioxi,profpioxi90,24.17
3457,pioxiicolegio,andrea.angeli,7.0
3458,pioxiicolegio,celina.nakamura,17.0
3459,pioxiicolegio,debora.cardoso,7.0
3460,pioxiicolegio,heloisa.santos.pioxii,14.0
3461,pioxiicolegio,maria.mariano,16.0
3462,pioxiicolegio,najla.ghabar,6.0
3463,pioxiicolegio,pioxii.adriano.antunes,17.0
3464,pioxiicolegio,pioxii.amanda.ferraz,117.5
3465,pioxiicolegio,pioxii.amarildo.vieira,5.0
3466,pioxiicolegio,pioxii.ana.barros,19.0
3467,pioxiicolegio,pioxii.antonio.gois,14.33
3468,pioxiicolegio,pioxii.bruno.silva,9.5
3469,pioxiicolegio,pioxii.carlos.vieira,7.0
3470,pioxiicolegio,pioxii.daniel.balbinot,1.0
3471,pioxiicolegio,pioxii.edney.gualberto,34.4
3472,pioxiicolegio,pioxii.felippe.bandeira,49.67
3473,pioxiicolegio,pioxii.flavia.martins,25.75
3474,pioxiicolegio,pioxii.frederico.stevano,25.83
3475,pioxiicolegio,pioxii.graziano.costa,9.25
3476,pioxiicolegio,pioxii.joao.amaral,18.5
3477,pioxiicolegio,pioxii.jucimara.tarricone,19.5
3478,pioxiicolegio,pioxii.katia.oliveira,1.0
3479,pioxiicolegio,pioxii.livia.cucatto,11.0
3480,pioxiicolegio,pioxii.luciana.carrieri,15.8
3481,pioxiicolegio,pioxii.marco.malzone,20.0
3482,pioxiicolegio,pioxii.marli.santos,1.0
3483,pioxiicolegio,pioxii.mauricio.kurkdjian,9.5
3484,pioxiicolegio,pioxii.mauricio.leite,112.67
3485,pioxiicolegio,pioxii.paulo.oliveira,6.0
3486,pioxiicolegio,pioxii.rafaela.quesada,56.0
3487,pioxiicolegio,pioxii.renato.deutner,222.25
3488,pioxiicolegio,pioxii.robson.magri,86.5
3489,pioxiicolegio,pioxii.sueli.freitas,632.0
3490,pioxiicolegio,pioxii.thalita.comenale,13.5
3491,pioxiicolegio,pioxii.viviane.direito,2.0
3492,pioxiicolegio,pioxii.wagner.santos,43.5
3493,pioxiicolegio,pioxii.willian.geraldo,195.75
3494,pioxiicolegio,renata.teixeira,22.5
3495,pioxiicolegio,vitor.amancio,7.0
3496,plannetataboao,ursulap.silva,151.0
3497,poliedro,Yago.aranda,67.5
3498,poliedro,caio.adm,70.75
3499,poliedro,jorgepaiva.adm,80.0
3500,poliedro,mariacintia.adm,83.0
3501,poliedro,patricia.adm,123.0
3502,portalsas,adminsas,2269.0
3503,portinari,Por.adonis.cairo,36.0
3504,portinari,Por.adriana.kavouras,23.88
3505,portinari,Por.adriana.souza,54.6
3506,portinari,Por.ana.celia,20.0
3507,portinari,Por.ana.oliveira,19.67
3508,portinari,Por.anderson.abbehusen,14.29
3509,portinari,Por.andre.luis,75.0
3510,portinari,Por.andre.luiz,27.2
3511,portinari,Por.bruno.fernandes,19.4
3512,portinari,Por.carlos.humberto,14.8
3513,portinari,Por.cecil.pergentino,92.25
3514,portinari,Por.claudia.medrado,16.33
3515,portinari,Por.daniela.maria,17.2
3516,portinari,Por.eduardo.augusto,27.62
3517,portinari,Por.feliciano.fortunato,13.0
3518,portinari,Por.fernanda.castro,69.38
3519,portinari,Por.gabriel.morais,27.0
3520,portinari,Por.helder.marcondes,25.0
3521,portinari,Por.hildeberto.silva,17.67
3522,portinari,Por.iran.souza,53.0
3523,portinari,Por.joao.fabio,10.5
3524,portinari,Por.joao.marques,61.5
3525,portinari,Por.juliana.marilena,51.43
3526,portinari,Por.katiane.andrade,11.5
3527,portinari,Por.larissa.gabriela,65.8
3528,portinari,Por.lucas.silveira,57.25
3529,portinari,Por.luiz.alberto,43.5
3530,portinari,Por.luiz.alexandre,32.75
3531,portinari,Por.marcia.cristina,27.5
3532,portinari,Por.marcus.alessandro,27.2
3533,portinari,Por.maria.lourdes,31.4
3534,portinari,Por.marilene.miranda,26.57
3535,portinari,Por.monica.colucci,2.0
3536,portinari,Por.neomar.amorim,35.0
3537,portinari,Por.nilzete.araujo,15.0
3538,portinari,Por.paulo.henrique,17.0
3539,portinari,Por.priscila.bona,3.0
3540,portinari,Por.raiana.raquel,18.5
3541,portinari,Por.rene.carmo,17.5
3542,portinari,Por.ricardo.jose,13.75
3543,portinari,Por.roberto.cesar,32.0
3544,portinari,Por.rodrigo.sampaio,24.4
3545,portinari,Por.rogerio.freitas,26.0
3546,portinari,Por.sandra.maria,35.83
3547,portinari,Por.sara.carvalho,26.0
3548,portinari,Por.sergio.luis,50.0
3549,portinari,Por.ynez.freire,35.17
3550,portinari,Por.yve.west,56.43
3551,portinari,aline.portinari,53.12
3552,portinari,andrey.santos,76.5
3553,portinari,fatimacosta,2.0
3554,portinari,gabi.portinari,386.88
3555,portinari,iracemaportinari,41.4
3556,portinari,jessianeportinari,47.57
3557,portinari,jonasstanley,2.0
3558,portinari,larissa.lacerda,1.0
3559,portinari,lucascascelli,30.38
3560,portinari,luciana.goes,20.5
3561,portinari,marla.silva,39.75
3562,portinari,mateus.lordelo,11.75
3563,portinari,michelineorsi,10.0
3564,portinari,neuzalabussiere,10.0
3565,portinari,rafael.alves,93.0
3566,portinari,ritadultra,1.0
3567,portinari,rozenildamota,41.67
3568,portinari,washington.lima,12.67
3569,porto,admin.porto,96.0
3570,porto,adminsas,506.17
3571,porto,sas1111985,13.4
3572,porto,sas1112907,51.29
3573,porto,sas1112908,74.57
3574,porto,sas1112911,30.0
3575,porto,sas1112912,30.14
3576,porto,sas1112913,47.17
3577,porto,sas1112914,56.62
3578,porto,sas1112915,12.8
3579,porto,sas1112917,166.14
3580,porto,sas1119972,89.12
3581,porto,sas1170056,14.83
3582,porto,sas1170057,42.67
3583,porto,sas1175077,23.75
3584,porto,sas1175081,96.5
3585,porto,sas1175082,15.4
3586,porto,sas1175086,34.33
3587,porto,sas1175087,34.5
3588,porto,sas1175092,13.33
3589,porto,sas1178436,30.33
3590,porto,sas1279610,32.0
3591,porto,sas1279616,125.29
3592,porto,sas1279845,94.86
3593,porto,sas1280113,31.0
3594,porto,sas1280118,21.43
3595,porto,sas1280173,89.0
3596,porto,sas1280217,22.43
3597,porto,sas1351153,32.33
3598,porto,sas1498062,69.75
3599,porto,sas1498082,26.2
3600,porto,sas1503831,2.0
3601,porto,sas1504199,32.57
3602,porto,sas1545457,193.29
3603,porto,sas1551014,59.0
3604,porto,sas1564931,4.0
3605,porto,sas1564969,14.0
3606,portoseguro,adminsas,1056.67
3607,portoseguro,ana.porto,25.0
3608,portoseguro,consultorsas,4886.0
3609,portoseguro,sas.admin,119.5
3610,portoseguro,sas.professor2,22.0
3611,prevest,heitor.hsayeg,3.0
3612,prevest,jessica.furtado,5.0
3613,prevest,julia.gbcorrea,8.0
3614,prevest,ligia.maria,8.0
3615,prevest,lucas.chagas,117.0
3616,prevest,luis.matheus,2.0
3617,prevest,luise.castro,2.0
3618,prevest,maju.barbosa,2.0
3619,prevest,marcos.cavalcante,6.0
3620,prevest,mari.vegian.prevest,3.0
3621,prevest,marina.tib,4.0
3622,prevest,matheus.deni,3.0
3623,prevest,matteus.maia,2.0
3624,prevest,paloma.vieira,31.0
3625,prevest,sabrina.liberato,5.0
3626,prevest,tabata.sato,14.0
3627,prevest,thales.chagas,3.0
3628,primeirodemaio,amanda.silvieri,1.0
3629,primeirodemaio,amandanr,5.0
3630,primeirodemaio,anapicoli,15.29
3631,primeirodemaio,barbara.a.oliveira,4.0
3632,primeirodemaio,brunadc,9.0
3633,primeirodemaio,caiodg41,2.5
3634,primeirodemaio,fabioalvex,63.0
3635,primeirodemaio,fernanda.a.borges,17.5
3636,primeirodemaio,kanda.braz,47.0
3637,primeirodemaio,luizgf85,28.71
3638,primeirodemaio,matheusprevelato7,29.67
3639,primeirodemaio,oisraelita,23.0
3640,primeirodemaio,rafa.edgar,5.5
3641,primeirodemaio,rheinheimer,13.0
3642,primeirodemaio,rodolfo.fsantos,21.0
3643,primeirodemaio,vitoriacaroline96,20.0
3644,primeiromundo,acessoteste,3.0
3645,prismapatrocinio,Prisma,164.2
3646,prismapatrocinio,andreluis,19.5
3647,prismapatrocinio,fernandaladico,15.5
3648,prismapatrocinio,prismaandreamello,46.0
3649,prismapatrocinio,prismaandreluiz,37.86
3650,prismapatrocinio,prismabrunosilveira,233.0
3651,prismapatrocinio,prismacaio,81.0
3652,prismapatrocinio,prismacarina,145.88
3653,prismapatrocinio,prismacarla,19.2
3654,prismapatrocinio,prismachristhiano,30.5
3655,prismapatrocinio,prismacirino,16.0
3656,prismapatrocinio,prismaclaudia,90.62
3657,prismapatrocinio,prismadebora,15.17
3658,prismapatrocinio,prismadonizeteoliveira,57.86
3659,prismapatrocinio,prismaelaine,39.57
3660,prismapatrocinio,prismaelza,23.0
3661,prismapatrocinio,prismaerikalacerda,29.67
3662,prismapatrocinio,prismagabrielferreira,70.83
3663,prismapatrocinio,prismagessika,39.33
3664,prismapatrocinio,prismagilberto,31.83
3665,prismapatrocinio,prismagracianaoliveira,64.88
3666,prismapatrocinio,prismaguilherme,10.71
3667,prismapatrocinio,prismagustavoresende,48.12
3668,prismapatrocinio,prismajulianunes,46.57
3669,prismapatrocinio,prismaleida,8.5
3670,prismapatrocinio,prismaliliane,19.5
3671,prismapatrocinio,prismalucimar,70.86
3672,prismapatrocinio,prismaluizduarte,59.43
3673,prismapatrocinio,prismaluizhenrique,242.25
3674,prismapatrocinio,prismamagdaalves,70.86
3675,prismapatrocinio,prismamarcelofernandes,57.0
3676,prismapatrocinio,prismamarcelolemos,67.67
3677,prismapatrocinio,prismamichell,20.71
3678,prismapatrocinio,prismamirkovitorino,47.14
3679,prismapatrocinio,prismapoliane,19.2
3680,prismapatrocinio,prismaraphaelvieira,16.43
3681,prismapatrocinio,prismarenatapereira,47.33
3682,prismapatrocinio,prismarenatonunes,44.25
3683,prismapatrocinio,prismarubensfernandes,28.57
3684,prismapatrocinio,prismasergio,48.33
3685,prismapatrocinio,prismasimarasilva,43.71
3686,prismapatrocinio,prismasimonenunes,100.29
3687,prismapatrocinio,prismatakao,15.0
3688,prismapatrocinio,prismatayzefonseca,26.14
3689,prismapatrocinio,prismathayscarvalho,62.5
3690,prismapatrocinio,prismathayzamarra,25.12
3691,prismapatrocinio,prismavagner,50.0
3692,prismapatrocinio,prismawillianjose,82.71
3693,profederal,andre.carvalhaes,50.67
3694,profederal,bruno.freitas,35.25
3695,profederal,carlos.junior,33.75
3696,profederal,edson.oliveira,60.71
3697,profederal,gabriela.costa,26.8
3698,profederal,guilherme.gonzales,66.5
3699,profederal,joao.maia,12.5
3700,profederal,jose.barion,75.88
3701,profederal,jualiana.yamazato,26.0
3702,profederal,lize.lopes,192.14
3703,profederal,lucasasouza,58.5
3704,profederal,marcosc,52.17
3705,profederal,maria.gsilva,361.5
3706,profederal,mariana.dias,29.57
3707,profederal,patielle.gomes,247.25
3708,profederal,paulothiagoceo,48.5
3709,profederal,pedro.junior,27.4
3710,profederal,sabino.junior,30.4
3711,profederal,wander.ferreira,21.25
3712,profederal,willians.silva,28.0
3713,provaspoliedro,JorgeA,90.0
3714,provaspoliedro,ProfessorPoliedro,1.0
3715,provaspoliedro,andrea.lauro,1.0
3716,provaspoliedro,ariane.zambrini,10.0
3717,provaspoliedro,bianca9.adm,228.43
3718,provaspoliedro,coordonline.adm,5.0
3719,provaspoliedro,debora.pompilio,204.75
3720,provaspoliedro,eliane.adm,15.75
3721,provaspoliedro,emspped,12.5
3722,provaspoliedro,fernanda.adm1,199.25
3723,provaspoliedro,flavio.lima6,2.0
3724,provaspoliedro,gabriel.justino2,230.0
3725,provaspoliedro,gustavo.rigueira,93.75
3726,provaspoliedro,henrique.rodrigues,233.67
3727,provaspoliedro,luiz.macedo4,1.0
3728,provaspoliedro,luiz.marcondes,152.0
3729,provaspoliedro,luiza.kowalewski,5.8
3730,provaspoliedro,murilo.cruz,1.5
3731,provaspoliedro,nathasha.silva,33.0
3732,provaspoliedro,orientacaocp.adm,5.0
3733,provaspoliedro,ped.cursosjc,117.5
3734,provaspoliedro,pedcampinas,985.5
3735,provaspoliedro,pedefsjc,393.14
3736,provaspoliedro,pedemsp,1301.38
3737,provaspoliedro,pedro.henrique5,5.67
3738,provaspoliedro,pedsjc,196.71
3739,provaspoliedro,poliedro.adriana.cristina,5.33
3740,provaspoliedro,poliedro.adriana.franco5,4.33
3741,provaspoliedro,poliedro.amanda.fernandes12,1.0
3742,provaspoliedro,poliedro.amanda.ribeiro,203.33
3743,provaspoliedro,poliedro.ana.luiza,4.5
3744,provaspoliedro,poliedro.andre.andere,8.5
3745,provaspoliedro,poliedro.andreza.boas,5.5
3746,provaspoliedro,poliedro.anna.cechinel,4.0
3747,provaspoliedro,poliedro.barbara.roberta,1.0
3748,provaspoliedro,poliedro.bianca.netto,24.0
3749,provaspoliedro,poliedro.carolina.pereira,3.5
3750,provaspoliedro,poliedro.caroline.souza,3.0
3751,provaspoliedro,poliedro.cinthia.moreira,8.25
3752,provaspoliedro,poliedro.daniel.carlos,10.5
3753,provaspoliedro,poliedro.davi.bernes,4.0
3754,provaspoliedro,poliedro.eduardo.walneide,3.5
3755,provaspoliedro,poliedro.enedina.santos,12.25
3756,provaspoliedro,poliedro.erica.turci,5.0
3757,provaspoliedro,poliedro.erickson.alves,2.0
3758,provaspoliedro,poliedro.felipe.lautenschlaeger,1.75
3759,provaspoliedro,poliedro.francielly.keity,1.0
3760,provaspoliedro,poliedro.frederico.antonio,1.0
3761,provaspoliedro,poliedro.gabriela.bellati,1.0
3762,provaspoliedro,poliedro.gilmar.bento,3.5
3763,provaspoliedro,poliedro.girlayne.christine,4.5
3764,provaspoliedro,poliedro.gisele.hupp,3.0
3765,provaspoliedro,poliedro.gislene.santos,1.0
3766,provaspoliedro,poliedro.guilherme.patrinheri,4.0
3767,provaspoliedro,poliedro.guilherme.pires,7.5
3768,provaspoliedro,poliedro.gustavo.queiroz,10.0
3769,provaspoliedro,poliedro.hellen.milene,11.5
3770,provaspoliedro,poliedro.julia.garcia,4.0
3771,provaspoliedro,poliedro.julio.cesar,5.5
3772,provaspoliedro,poliedro.lais.cristina,5.5
3773,provaspoliedro,poliedro.larissa.paula,9.0
3774,provaspoliedro,poliedro.leandro.teixeira,2.0
3775,provaspoliedro,poliedro.leonardo.pagenotto,1.33
3776,provaspoliedro,poliedro.leticia.rodrigues,11.0
3777,provaspoliedro,poliedro.livia.moreira5,1.0
3778,provaspoliedro,poliedro.lucas.campos,7.0
3779,provaspoliedro,poliedro.mariana.ferreira,1.0
3780,provaspoliedro,poliedro.milena.teixeira2,2.0
3781,provaspoliedro,poliedro.murilo.medici,2.0
3782,provaspoliedro,poliedro.natalia.crosariol,1.0
3783,provaspoliedro,poliedro.natalia.livia,1.0
3784,provaspoliedro,poliedro.natalia.maria,8.67
3785,provaspoliedro,poliedro.natalia.moraes,6.0
3786,provaspoliedro,poliedro.natasha.ribeiro,2.25
3787,provaspoliedro,poliedro.patricia.alves,13.0
3788,provaspoliedro,poliedro.paulo.horacio,3.0
3789,provaspoliedro,poliedro.pedro.roberto,5.0
3790,provaspoliedro,poliedro.pollyanna.santana,3.0
3791,provaspoliedro,poliedro.rafael.saranholi,2.0
3792,provaspoliedro,poliedro.raphael.augusto,4.5
3793,provaspoliedro,poliedro.regiane.alves,9.0
3794,provaspoliedro,poliedro.robson.alves,4.0
3795,provaspoliedro,poliedro.rodolfo.salvador,6.67
3796,provaspoliedro,poliedro.salma.helena,13.5
3797,provaspoliedro,poliedro.samara.leal,5.0
3798,provaspoliedro,poliedro.saulo.paula,21.0
3799,provaspoliedro,poliedro.shelton.aguiar,1.5
3800,provaspoliedro,poliedro.silvia.helena,5.0
3801,provaspoliedro,poliedro.thais.arantes,1.0
3802,provaspoliedro,poliedro.thiago.cardoso,13.0
3803,provaspoliedro,poliedro.thiago.laet,8.5
3804,provaspoliedro,poliedro.thiago.pavan,5.25
3805,provaspoliedro,rafael.lucio,231.43
3806,provaspoliedro,sabrina.costa,159.0
3807,provaspoliedro,sueli.machado,235.62
3808,provaspoliedro,thiago.pavan,8.0
3809,psantagema,MaestraKarla,226.33
3810,psantagema,adrianoalcp,46.57
3811,psantagema,amarsilverio,138.86
3812,psantagema,dcampos,575.5
3813,psantagema,educ.moliveira,66.0
3814,psantagema,elainis5,367.86
3815,psantagema,fcampos,60.43
3816,psantagema,irma.jaqueline,32.5
3817,psantagema,joycedamasio,79.0
3818,psantagema,julianatosato,73.0
3819,psantagema,larimartins,81.38
3820,psantagema,leobcb,89.2
3821,psantagema,lrusso,85.0
3822,psantagema,nastos,294.14
3823,psantagema,rafarbs,110.29
3824,raimundoalves,eduprof.anelda.barbosa,1.0
3825,raimundoalves,eduprof.jose.edison,3.0
3826,redeapogeu,sas.admin,13508.0
3827,redeapogeu,sas.professor,9.0
3828,riobrancocampinas,sas.admin,2.0
3829,riobrancocampinas,sas.professor,4.0
3830,riobrancocampinas,sas1591638,35.0
3831,sagradafamilia,adminsas,8727.5
3832,sagradafamilia,sas785933,1.0
3833,sagradafamilia,sas785937,93.33
3834,sagradafamilia,sas785950,9.0
3835,sagradafamilia,sas785962,10.0
3836,sagradafamilia,sas785983,32.5
3837,sagradafamilia,sas809259,165.67
3838,sagradafamilia,sas880899,33.0
3839,santadoroteia,adminsas,13790.5
3840,santadoroteia,sas812389,2.0
3841,santadoroteia,sas841441,25.0
3842,santadoroteia,sas843615,17.33
3843,santadoroteia,sas843627,9.67
3844,santoagostinho,adminsas,1730.0
3845,santoagostinho,sas.admin,10541.0
3846,santoamerico,admin.csa,32.17
3847,santoamerico,adminsas,2142.17
3848,santoamerico,fabio.csa,85.0
3849,santoamerico,sas.admin,1083.0
3850,santoamerico,sas1104256,2.0
3851,santoamerico,sas1174545,322.33
3852,santoamerico,sas1207536,1.0
3853,santoamerico,sas1226402,1.67
3854,santoamerico,sas1230444,16.25
3855,santoamerico,sas1264770,34.88
3856,santoamerico,sas1264771,44.33
3857,santoamerico,sas1264772,37.33
3858,santoamerico,sas1264773,24.0
3859,santoamerico,sas1264774,61.88
3860,santoamerico,sas1264775,13.57
3861,santoamerico,sas1264776,45.12
3862,santoamerico,sas1264777,31.71
3863,santoamerico,sas1264778,10.67
3864,santoamerico,sas1264779,94.0
3865,santoamerico,sas1264780,26.57
3866,santoamerico,sas1264782,24.0
3867,santoamerico,sas1264783,17.25
3868,santoamerico,sas1264784,19.83
3869,santoamerico,sas1264785,49.57
3870,santoamerico,sas1264786,17.0
3871,santoamerico,sas1264787,36.6
3872,santoamerico,sas1264788,32.0
3873,santoamerico,sas1264789,19.33
3874,santoamerico,sas1264790,68.33
3875,santoamerico,sas1264791,2.0
3876,santoamerico,sas1264793,45.29
3877,santoamerico,sas1264794,27.67
3878,santoamerico,sas1264795,34.6
3879,santoamerico,sas1264796,29.0
3880,santoamerico,sas1264797,39.5
3881,santoamerico,sas1264802,12.43
3882,santoamerico,sas1264803,13.75
3883,santoamerico,sas1264804,56.12
3884,santoamerico,sas1264805,13.86
3885,santoamerico,sas1264806,15.0
3886,santoamerico,sas1264807,2.0
3887,santoamerico,sas1264808,16.17
3888,santoamerico,sas1264809,45.5
3889,santoamerico,sas1264810,19.33
3890,santoamerico,sas1264811,123.25
3891,santoamerico,sas1264812,46.5
3892,santoamerico,sas1264813,12.6
3893,santoamerico,sas1264814,216.12
3894,santoamerico,sas1264815,1.0
3895,santoamerico,sas1264816,14.0
3896,santoamerico,sas1264817,8.8
3897,santoamerico,sas1264818,13.25
3898,santoamerico,sas1264819,27.29
3899,santoamerico,sas1264821,34.43
3900,santoamerico,sas1264824,11.67
3901,santoamerico,sas1264825,29.0
3902,santoamerico,sas1264826,40.17
3903,santoamerico,sas1264827,24.17
3904,santoamerico,sas1264828,12.0
3905,santoamerico,sas1274882,12.0
3906,santoamerico,sas1372279,10.0
3907,santoamerico,sas1506488,2.0
3908,santoamerico,sas1550731,18.0
3909,santoamerico,sas1574551,24.25
3910,santoamerico,sas1575539,88.0
3911,santoamerico,sas1575556,16.33
3912,santoamericoteste,adminsas,405.0
3913,santoamericoteste,sas1207516,4.0
3914,santoamericoteste,sas1207701,4.0
3915,santoantonio,adminsas,1730.0
3916,santoantonio,santoantonio,5.0
3917,santoantonio,sas.admin,5273.0
3918,santoantonio,sas.professor,27.0
3919,santoantonio,sas1005012,9.0
3920,santoantonio,sas1006850,10.0
3921,saosebastiao,edu.eva.josefa.dos,2.0
3922,saosebastiao,eduadm.joene.maria,4.0
3923,sas,CadastroSASADAPT,1952.71
3924,sas,CadastroSASADapt,966.43
3925,sas,CadastroSASAdapt,1472.0
3926,sas,CadastrodorSASAdapt,182.67
3927,sas,Intensivo,30.0
3928,sas,Mideon,604.5
3929,sas,adminsas,514.25
3930,sas,adminsas2,6.0
3931,sas,asas,256.0
3932,sas,brunoglo2,371.5
3933,sas,cadastro,7.0
3934,sas,cadastro1sas,64.0
3935,sas,cadastro2sas,193.33
3936,sas,cadastrosas,1660.2
3937,sas,caiosas,321.75
3938,sas,carinasas,2806.0
3939,sas,debora.ramos,574.0
3940,sas,digitalsas,59.33
3941,sas,gio.sas2,132.0
3942,sas,heitor.cadastro.fund,1094.0
3943,sas,helen.cadastro.fund,59.0
3944,sas,ivone.cadastro.fund,2081.0
3945,sas,jair.cadastro.fund,3578.0
3946,sas,joelson.cadastro,1202.88
3947,sas,joelsonsas,1209.4
3948,sas,lucianafr10,1223.0
3949,sas,mariaferrez,1101.75
3950,sas,medio,76.0
3951,sas,pas,665.0
3952,sas,preuni,1.0
3953,sas,priscila.cotejo,52.0
3954,sas,professor.sas,2.5
3955,sas,professorsas,5.5
3956,sas,raylanmaia,2188.0
3957,sas,sandracastro1,3445.57
3958,sas,sas.admin,105.8
3959,sas,sas.demonstracao,1791.57
3960,sas,upsolutions,750.33
3961,sasadapt,adminsas,2112.33
3962,sasadapt,consultor.sas,4.0
3963,sasadapt,sas.admin,97.0
3964,sasadapt,sas.professor,6.0
3965,sasadapt,sas1207701,4.0
3966,sasadapt,sasclaudio,4.0
3967,sasadapt,sasgabriela2,9.33
3968,sasadapt,sasmiguel1,3.0
3969,sasadapt,sasprofessor,16.43
3970,sasadaptem,adminsas,2010.0
3971,sasadaptem,consultorsas,2.0
3972,sasadaptem,sas.admin,957.6
3973,sasadaptem,sas.professor,18.75
3974,sasadaptem,sasprofessor,11.75
3975,sasadaptfund,adminsas,544.67
3976,sasadaptfund,sas.admin,1290.67
3977,sasadaptfund,sas.professor,136.0
3978,sasadaptfund,sasprofessor,3.0
3979,saseducacao,adaptdebora,8.0
3980,saseducacao,adminsas,10317.5
3981,saseducacao,camilacremonini,348.0
3982,saseducacao,sas.admin,1045.0
3983,saseducacao,sas.professor,12.5
3984,saseducacao,sasana4,3.0
3985,saseducacao,sasbruno2,8.0
3986,saseducacao,sasprofessor10,5.0
3987,saseducacao,sasrafaela5,106.0
3988,saseducacao,timeadapt,15.0
3989,senhorbonfim,eduprof.ana.ravena.sb,40.0
3990,senhorbonfim,eduprof.antonia.suelany.sb,23.5
3991,senhorbonfim,eduprof.carlos.andre.sb,3.0
3992,serios,sas.admin,5559.5
3993,serios,serios,35.5
3994,souhabilis,Beatriz.Monit,214.6
3995,souhabilis,Felipe.Monit,198.67
3996,souhabilis,Italo.Habilis,98.33
3997,souhabilis,Lucas.Monit,101.0
3998,souhabilis,Rafael.Monit,110.8
3999,souhabilis,Samara.assessoria,303.2
4000,souhabilis,Taynna.assessoria,182.5
4001,souhabilis,alex.assessoria,458.67
4002,souhabilis,arthur.habilis,439.57
4003,souhabilis,dani.habilis,22.0
4004,souhabilis,felippe.habilis,635.0
4005,souhabilis,joaoneto.habilis,683.0
4006,souhabilis,paulinho.habilis,246.86
4007,souhabilis,rafaella.habilis,262.67
4008,souhabilis,sarah.habilis,291.4
4009,souhabilis,sindulfo.habilis,376.5
4010,souhabilis,thiago.habilis,40.0
4011,spdacruz,08426407897,103.86
4012,spdacruz,09940136803,65.0
4013,spdacruz,EducadoraGiselle,83.57
4014,spdacruz,ProAle,25.0
4015,spdacruz,ProMarcelo,17.5
4016,spdacruz,adrianaglad,60.75
4017,spdacruz,adrianetricerri,5.0
4018,spdacruz,andreaalbuquerque,144.86
4019,spdacruz,annabel,67.71
4020,spdacruz,awelington,78.14
4021,spdacruz,biolog,78.43
4022,spdacruz,brunahsvillar,28.43
4023,spdacruz,claudio1974,102.71
4024,spdacruz,cristiane19,71.67
4025,spdacruz,cristina2016,62.14
4026,spdacruz,cristinagarone,94.71
4027,spdacruz,fernandoalves,106.57
4028,spdacruz,herberthe,157.0
4029,spdacruz,idalina,140.14
4030,spdacruz,juliam,68.14
4031,spdacruz,juvenalfilho,39.4
4032,spdacruz,leandrogodoi,66.2
4033,spdacruz,luhsantos01,114.14
4034,spdacruz,roseclair,161.14
