,namespace,owner,"Média de exércicios selecionados, curados ou criados por mês"
651,ceabb,profrenansueth,136.5
652,ceabb,profvinicius,9.0
653,ceabb,rachelnunes,26.0
654,ceabb,sildetecorreia,79.5
655,ceabb,tatianepaschoa,39.38
656,ceabb,tininhaduarte,71.5
657,ceespacolivre,Prof.andressa,35.5
658,ceespacolivre,Prof.liliani,49.86
659,ceespacolivre,Prof.patricia,34.0
660,ceespacolivre,coord.daniel,28.5
661,ceespacolivre,prof.adriele,53.43
662,ceespacolivre,prof.alaine,45.25
663,ceespacolivre,prof.bruna,52.33
664,ceespacolivre,prof.carol,54.62
665,ceespacolivre,prof.chimene,32.83
666,ceespacolivre,prof.cida,60.83
667,ceespacolivre,prof.franciele,42.0
668,ceespacolivre,prof.raiane,36.14
669,ceespacolivre,prof.ricardo,20.0
670,ceespacolivre,prof.roberta,45.5
671,ceespacolivre,prof.rosiane,37.6
672,ceespacolivre,prof.rossoni,34.43
673,ceespacolivre,prof.sandra,21.0
674,ceespacolivre,prof.telma,35.43
675,ceespacolivre,prof.thyara,28.0
676,ceespacolivre,prof.tiago,33.0
677,ceespacolivre,prof.valber,39.12
678,cem,adriana.frateschi,62.0
679,cem,adriano.bezerra,71.86
680,cem,alax.batista,41.86
681,cem,alessandra.frateschi,90.29
682,cem,alexandre.halliday,89.71
683,cem,aline.ribeiro,22.33
684,cem,antonio.filho,54.43
685,cem,cristiani.silva,5.0
686,cem,diego.raymundo,1.0
687,cem,edson.silva,41.43
688,cem,fabiana.fernandes,37.8
689,cem,fatima.santos,29.71
690,cem,giovanni.pandori,34.14
691,cem,graca.silva,52.43
692,cem,javier.martinez,33.4
693,cem,karine.santos,36.57
694,cem,larissa.pereira,44.71
695,cem,leandro.oliveira,54.62
696,cem,lucas.limbert,42.5
697,cem,luiz.silva,17.8
698,cem,nair.luque,33.4
699,cem,pilar.frutoso,28.83
700,cem,raquel.junqueira,36.2
701,cem,rebecca.nova,2.0
702,cem,risolene.siqueira,114.57
703,cem,sonia.aguiar,41.5
704,cem,victor.haony,18.83
705,cem,viviane.rosa,22.25
706,ceprimeiromundo,ariane.chagas,428.0
707,ceprimeiromundo,ewerton.barcellos,140.0
708,ceprimeiromundo,pmundo.alexandre.pimentel,13.25
709,ceprimeiromundo,pmundo.ana.almeida,7.75
710,ceprimeiromundo,pmundo.andre.santos,23.75
711,ceprimeiromundo,pmundo.angela.silva,43.5
712,ceprimeiromundo,pmundo.ariany.pereira,10.0
713,ceprimeiromundo,pmundo.armstrong.fernandes,7.67
714,ceprimeiromundo,pmundo.beatriz.rocha,28.0
715,ceprimeiromundo,pmundo.bianca.reis,14.0
716,ceprimeiromundo,pmundo.carla.fuentes,65.5
717,ceprimeiromundo,pmundo.carlos.lima,4.0
718,ceprimeiromundo,pmundo.cristiane.aburgele,64.71
719,ceprimeiromundo,pmundo.debora.meira,49.0
720,ceprimeiromundo,pmundo.diogo.varejao,4.0
721,ceprimeiromundo,pmundo.edna.alves,117.4
722,ceprimeiromundo,pmundo.elaine.diniz,11.0
723,ceprimeiromundo,pmundo.estevao.santanna,1686.29
724,ceprimeiromundo,pmundo.ezimar.bravin,101.0
725,ceprimeiromundo,pmundo.fabio.silva,38.4
726,ceprimeiromundo,pmundo.fabio.vicentini,10.0
727,ceprimeiromundo,pmundo.glauciane.sousa,56.5
728,ceprimeiromundo,pmundo.jackeline.maia,75.2
729,ceprimeiromundo,pmundo.janaina.silva,14.67
730,ceprimeiromundo,pmundo.jessica.pereira,58.0
731,ceprimeiromundo,pmundo.julio.almeida,33.43
732,ceprimeiromundo,pmundo.katia.guedes,49.0
733,ceprimeiromundo,pmundo.kleiser.mendonca,5.0
734,ceprimeiromundo,pmundo.lais.romao,100.67
735,ceprimeiromundo,pmundo.ligia.batista,31.33
736,ceprimeiromundo,pmundo.luana.barbosa,71.5
737,ceprimeiromundo,pmundo.luana.matos,38.25
738,ceprimeiromundo,pmundo.luciana.alves,44.5
739,ceprimeiromundo,pmundo.luciana.oliveira,38.0
740,ceprimeiromundo,pmundo.marcio.almeida,15.29
741,ceprimeiromundo,pmundo.marcio.vaccari,21.5
742,ceprimeiromundo,pmundo.marcus.motta,16.25
743,ceprimeiromundo,pmundo.marizol.arispe,63.0
744,ceprimeiromundo,pmundo.mirella.silva,1.0
745,ceprimeiromundo,pmundo.naara.relo,50.8
746,ceprimeiromundo,pmundo.natalia.franco,44.0
747,ceprimeiromundo,pmundo.patricia.oliveira,1.0
748,ceprimeiromundo,pmundo.paulo.araujo,17.67
749,ceprimeiromundo,pmundo.priscila.dias,4.0
750,ceprimeiromundo,pmundo.renata.freitas,22.0
751,ceprimeiromundo,pmundo.rogerio.almeida,91.57
752,ceprimeiromundo,pmundo.rubiani.santos,27.0
753,ceprimeiromundo,pmundo.sandra.vojnovic,16.0
754,ceprimeiromundo,pmundo.sara.avila,53.0
755,ceprimeiromundo,pmundo.sheila.santos,30.75
756,ceprimeiromundo,pmundo.tatiana.machado,62.29
757,ceprimeiromundo,pmundo.tiago.alvernaz,40.0
758,ceprimeiromundo,pmundo.veranice.holz,71.25
759,ceprimeiromundo,pmundo.wagner.goes,63.25
760,cfc,sas.admin,1.0
761,charlesdarwin,sas.professor,10.0
762,ciadosaber,06812677124,80.75
763,ciadosaber,07260028874,120.71
764,ciadosaber,14051070816,129.0
765,ciadosaber,16127444861,95.75
766,ciadosaber,22991201819,111.14
767,ciadosaber,25080941880,203.17
768,ciadosaber,30976945878,45.4
769,ciadosaber,31089545800,116.14
770,ciadosaber,35529730876,35.0
771,ciadosaber,35619259870,90.0
772,ciadosaber,36551514898,78.43
773,ciadosaber,36561626893,84.86
774,ciadosaber,44162305838,81.0
775,cnslpb,Jonantha,47.0
776,cnslpb,cnsljoseandrade,39.38
777,cnslpb,cnslmarialira,55.0
778,cnslpb,flpmll,40.0
779,cnslpb,jonatasgranjeiro,244.2
780,cnslpb,kellyvituriano,15.4
781,cnslpb,pedrohenriquedantas,830.62
782,cnslpb,raimundoalencar,312.5
783,cnslpb,rayanerolim,19.33
784,cnslpb,robsonvieira,5.0
785,cnslpb,tamiresdosramos,124.12
786,cnslpb,tavaresgeogrene,87.25
787,cnslpb,thaiseduarte,6.5
788,cnslpb,thiagobastos,6.75
789,cnslpb,vanildagomes,3.0
790,cnslpb,wagnersplinther,80.86
791,cognitivo,adminsas,10166.0
792,cognitivo,sas.admin,341.0
793,cognitivo,sas.professor,10.0
794,colegioanchietai,adminsas,3.0
795,colegioanchietaii,adminsas,3.0
796,colegioanchietaii,sas1309679,1.0
797,colegioarena,arena.felomar,90.0
798,colegioarena,arena.messias,1773.57
799,colegioarena,arena.prof.braga,13.83
800,colegioarena,arena.prof.brenner,6.67
801,colegioarena,arena.prof.caius,21.86
802,colegioarena,arena.prof.caleffi,9.0
803,colegioarena,arena.prof.carelli,6.83
804,colegioarena,arena.prof.cassio,18.0
805,colegioarena,arena.prof.consuelo,4.4
806,colegioarena,arena.prof.creti,6.83
807,colegioarena,arena.prof.cristiano,9.2
808,colegioarena,arena.prof.denis,36.43
809,colegioarena,arena.prof.djalma,8.33
810,colegioarena,arena.prof.doo,10.0
811,colegioarena,arena.prof.everton,17.5
812,colegioarena,arena.prof.fabricio,12.5
813,colegioarena,arena.prof.felicio,3.17
814,colegioarena,arena.prof.fraga,16.33
815,colegioarena,arena.prof.gabriel,29.17
816,colegioarena,arena.prof.gargano,20.0
817,colegioarena,arena.prof.greg,4.83
818,colegioarena,arena.prof.hudson,30.0
819,colegioarena,arena.prof.igor,15.0
820,colegioarena,arena.prof.jairo,6.0
821,colegioarena,arena.prof.jander,12.83
822,colegioarena,arena.prof.jean,4.0
823,colegioarena,arena.prof.jessika,14.0
824,colegioarena,arena.prof.juliano,3.0
825,colegioarena,arena.prof.julio,14.2
826,colegioarena,arena.prof.jutorides,28.43
827,colegioarena,arena.prof.lara,15.83
828,colegioarena,arena.prof.lorena,25.5
829,colegioarena,arena.prof.luis,20.0
830,colegioarena,arena.prof.lutiano,5.0
831,colegioarena,arena.prof.milton,10.2
832,colegioarena,arena.prof.nathalia,8.17
833,colegioarena,arena.prof.noemy,89.8
834,colegioarena,arena.prof.ormezindo,29.17
835,colegioarena,arena.prof.pablo,19.4
836,colegioarena,arena.prof.paulo,5.6
837,colegioarena,arena.prof.pettras,34.17
838,colegioarena,arena.prof.ph,23.5
839,colegioarena,arena.prof.romulo,5.4
840,colegioarena,arena.prof.rondinelli,10.6
841,colegioarena,arena.prof.rosselini,7.33
842,colegioarena,arena.prof.salomao,16.67
843,colegioarena,arena.prof.salviano,6.0
844,colegioarena,arena.prof.samuelnascimento,14.5
845,colegioarena,arena.prof.steger,6.0
846,colegioarena,arena.prof.stenio,7.0
847,colegioarena,arena.prof.taina,3.67
848,colegioarena,arena.prof.the,3.6
849,colegioarena,arena.prof.turco,57.0
850,colegioarena,arena.prof.victor,20.4
851,colegioarena,arena.prof.vitim,11.14
852,colegioarena,arena.prof.william,12.0
853,colegioarena,arena.prof.yuri,17.0
854,colegioarena,arena.prof.zelaranja,11.0
855,colegioarena,arena.professorhenrique,3.14
856,colegioarena,arena.professorsamuel,3.0
857,colegioarena,arena.professorwendell,1.0
858,colegioarena,arena.rosiane,7.0
859,colegioarena,arena.thiago.francisco,151.29
860,colegioarena,prof.arena,58.0
861,colegiobatistaindependente,admcbierica,171.88
862,colegiobatistaindependente,admcbisharon,10.0
863,colegiobatistaindependente,giovanna.paloma,15.0
864,colegiobatistaindependente,profcbiallan,45.43
865,colegiobatistaindependente,profcbiariane,40.86
866,colegiobatistaindependente,profcbidaniela,86.38
867,colegiobatistaindependente,profcbidebora,118.88
868,colegiobatistaindependente,profcbieliana,70.62
869,colegiobatistaindependente,profcbiester,19.0
870,colegiobatistaindependente,profcbiestevan,113.75
871,colegiobatistaindependente,profcbijoao,307.62
872,colegiobatistaindependente,profcbimilton,89.0
873,colegiobatistaindependente,profcbiricardo,98.14
874,colegiobatistaindependente,profcbisilmara,36.6
875,colegiobatistaindependente,profcbisilvana,94.43
876,colegiobatistaindependente,profcbisilvio,125.0
877,colegiobatistaindependente,profcbitiago,24.33
878,colegiobetelbrasileirosp,adelaidecamilo,52.0
879,colegiobetelbrasileirosp,betelauxiliar,10.5
880,colegiobetelbrasileirosp,betelcord5,14.0
881,colegiobetelbrasileirosp,betelf2,13.0
882,colegiobetelbrasileirosp,betelfabiana,66.0
883,colegiobetelbrasileirosp,betelprof1,137.8
884,colegiobetelbrasileirosp,betelprof10,65.67
885,colegiobetelbrasileirosp,betelprof11,88.67
886,colegiobetelbrasileirosp,betelprof12,29.4
887,colegiobetelbrasileirosp,betelprof13,45.2
888,colegiobetelbrasileirosp,betelprof14,77.8
889,colegiobetelbrasileirosp,betelprof15,91.5
890,colegiobetelbrasileirosp,betelprof16,41.0
891,colegiobetelbrasileirosp,betelprof17,21.8
892,colegiobetelbrasileirosp,betelprof19,11.25
893,colegiobetelbrasileirosp,betelprof2,40.5
894,colegiobetelbrasileirosp,betelprof22,48.8
895,colegiobetelbrasileirosp,betelprof28,59.0
896,colegiobetelbrasileirosp,betelprof3,32.2
897,colegiobetelbrasileirosp,betelprof30,72.2
898,colegiobetelbrasileirosp,betelprof4,94.14
899,colegiobetelbrasileirosp,betelprof5,42.0
900,colegiobetelbrasileirosp,betelprof6,25.8
901,colegiobetelbrasileirosp,betelprof9,10.0
902,colegiobianguloiv,adminsas,3.0
903,colegiobilac,EltonLobo,62.12
904,colegiobilac,Fabianomeneses,44.8
905,colegiobilac,Glauber,109.0
906,colegiobilac,Hannara,156.62
907,colegiobilac,JOSSINEIA,90.12
908,colegiobilac,bilac202011,134.0
909,colegiobilac,bilac202012,72.0
910,colegiobilac,bilac202096,76.62
911,colegiobilac,celiaerondina,207.75
912,colegiobilac,jaimestone,78.0
913,colegiobilac,jassineide,95.62
914,colegiobilac,joseanebispo,103.0
915,colegiobilac,jucimarjesus,61.88
916,colegiobilac,marcosazevedo,114.6
917,colegiobilac,margarettepalmeira,46.0
918,colegiobilac,oppsmyla,1.5
919,colegiobilac,oppsrubia,21.33
920,colegiobilac,patriciapedreira,83.62
921,colegiobilac,thiagoborges,57.0
922,colegiobrasilia,Erivan,6.14
923,colegiobrasilia,aman.ferr.prof,199.0
924,colegiobrasilia,anaaves,169.14
925,colegiobrasilia,ange.cris.prof,181.0
926,colegiobrasilia,aurora,37.71
927,colegiobrasilia,camilamiguel,85.12
928,colegiobrasilia,camis,484.86
929,colegiobrasilia,carl.mell.prof,40.29
930,colegiobrasilia,caue.brasilia,110.29
931,colegiobrasilia,cris.doni.brasilia,137.14
932,colegiobrasilia,dani.mira,410.6
933,colegiobrasilia,dani.pach,245.88
934,colegiobrasilia,danielaescaleira,370.57
935,colegiobrasilia,dayanemillan,334.75
936,colegiobrasilia,diego.araujo,233.29
937,colegiobrasilia,diego.jeronymo,38.14
938,colegiobrasilia,fabi.ribe,42.0
939,colegiobrasilia,fabianovianna,130.57
940,colegiobrasilia,fabiofachini,55.29
941,colegiobrasilia,fernandasortanji,10.0
942,colegiobrasilia,gabi.oliveira,81.14
943,colegiobrasilia,gillozzi,44.86
944,colegiobrasilia,glau.fern,145.62
945,colegiobrasilia,joao.doni.brasilia,52.43
946,colegiobrasilia,joaoivan,86.29
947,colegiobrasilia,josiane.prof,20.0
948,colegiobrasilia,jugallerano,128.62
949,colegiobrasilia,kati.cris,331.71
950,colegiobrasilia,kelly.nadim,65.43
951,colegiobrasilia,lari.sous.prof,180.6
952,colegiobrasilia,lili.zuke.prof,388.0
953,colegiobrasilia,lore.oliv,40.86
954,colegiobrasilia,luan.fagu,32.62
955,colegiobrasilia,lucy.sant,68.33
956,colegiobrasilia,marc.gato.brasilia,54.25
957,colegiobrasilia,marc.souz.brasilia,57.14
958,colegiobrasilia,mari.bibo,2.6
959,colegiobrasilia,mariluci.prof,11.5
960,colegiobrasilia,marl.bozz,4.57
961,colegiobrasilia,mayn.oliv,78.43
962,colegiobrasilia,nich.raph,105.14
963,colegiobrasilia,patmaresca,12.0
964,colegiobrasilia,pedrobrazinkas,59.5
965,colegiobrasilia,professorbrasilia08,38.86
966,colegiobrasilia,professorbrasilia10,79.71
967,colegiobrasilia,professorbrasilia13,18.0
968,colegiobrasilia,rafael.hanashiro,147.0
969,colegiobrasilia,raqu.schn.brasilia,3.6
970,colegiobrasilia,rena.caet,121.0
971,colegiobrasilia,rena.oliv,419.5
972,colegiobrasilia,rica.simo.prof,1.0
973,colegiobrasilia,robe.sant,44.62
974,colegiobrasilia,rodr.hila.brasilia,84.57
975,colegiobrasilia,roggers.brasilia,39.83
976,colegiobrasilia,shirley.neves,74.43
977,colegiobrasilia,simo.fati,206.0
978,colegiobrasilia,sola.mian.brasilia,148.29
979,colegiobrasilia,suelimartins,25.0
980,colegiobrasilia,tati.mari,175.71
981,colegiobrasilia,thia.sore,79.14
982,colegiobrasilia,viva.sant.prof,237.29
983,colegiobrasilia,vjdias,343.71
984,colegiobrasilia,wane.alve.prof,200.0
985,colegiocb,alesantana,57.0
986,colegiocb,cbadriano,81.83
987,colegiocb,cbarci,56.71
988,colegiocb,cbbarbara,74.57
989,colegiocb,cbcaio,57.57
990,colegiocb,cbcamila,1.0
991,colegiocb,cbcarvalho,28.57
992,colegiocb,cbclaudinei,57.57
993,colegiocb,cbdaniel,80.0
994,colegiocb,cbedson,180.0
995,colegiocb,cbguilherme,40.71
996,colegiocb,cbjanaina,2.0
997,colegiocb,cbkarolyne,64.0
998,colegiocb,cbluciana,46.29
999,colegiocb,cbluis,78.57
1000,colegiocb,cbmarcio,122.57
1001,colegiocb,cbmarines,47.5
1002,colegiocb,cbpatricia,152.0
1003,colegiocb,cbpiccirillo,54.5
1004,colegiocb,cbrogerio,15.75
1005,colegiocb,cbrosana,121.33
1006,colegiocb,cbsandra,81.0
1007,colegiocb,cbsilsan,72.71
1008,colegiocb,cbsilvio,91.33
1009,colegiocb,cbteixeira,76.29
1010,colegiocb,cbthaline,28.5
1011,colegiocb,cbvaldir,49.5
1012,colegiodasamericas,ProfessoraDanielli,30.67
1013,colegiodasamericas,ProfessoraIracema,74.0
1014,colegiodasamericas,alinebenevides,8.25
1015,colegiodasamericas,amandacerqueira,45.67
1016,colegiodasamericas,amandapreisig,3.67
1017,colegiodasamericas,antoniolessa,25.5
1018,colegiodasamericas,carlosguarino,146.38
1019,colegiodasamericas,daniellepalmeira,5.0
1020,colegiodasamericas,deborahellen,74.57
1021,colegiodasamericas,felipesilva,83.71
1022,colegiodasamericas,fernanda.cordeiro,7.5
1023,colegiodasamericas,gabriellobo,357.62
1024,colegiodasamericas,giloliveira,34.71
1025,colegiodasamericas,jose.rodrigues,16.0
1026,colegiodasamericas,leticia.ferreira,41.0
1027,colegiodasamericas,lorenzo.pellegatti,14.8
1028,colegiodasamericas,lucasvivot,26.17
1029,colegiodasamericas,nayaralorandi,27.5
1030,colegiodasamericas,perolaferraz,32.4
1031,colegiodasamericas,renata.fecchio,13.33
1032,colegiodasamericas,renataferreira,11.5
1033,colegiodasamericas,ricardosidney,50.71
1034,colegiodasamericas,sabrinabruscino,53.29
1035,colegiodasamericas,sara.lizandra,76.5
1036,colegiodasamericas,simonegalaverna,4.0
1037,colegiodasamericas,viviane.medeiros,32.2
1038,colegioeag,adminpositivo,1.5
1039,colegioeag,carolina.nascimento,41.43
1040,colegioeag,ciria.araujo,7.0
1041,colegioeag,eag.jaqueline.santos,2.5
1042,colegioeag,eag.liacristinovieira,1.0
1043,colegioeag,eag.luiz.silva,30.6
1044,colegioeag,eag.vanessa.sugihara,68.14
1045,colegioeag,eag.wagnermcunha,99.43
1046,colegioeag,elizabete.fernandes,23.33
1047,colegioeag,eugenio.santos,3.33
1048,colegioeag,fabiana.luz,7.2
1049,colegioeag,izabela.silveira,4.0
1050,colegioeag,juliana.ramos,1.0
1051,colegioeag,julianosouza,20.0
1052,colegioeag,marileusa,17.0
1053,colegioeag,moroni.felix,64.0
1054,colegioeag,norma.alcantara,22.57
1055,colegioeag,oilma.faria,26.6
1056,colegioeag,raphael.azevedo,47.4
1057,colegioeag,regina.simoes,18.0
1058,colegioeag,roseane.rodrigues,109.67
1059,colegioeag,sarah.elizabeth,7.5
1060,colegioeag,wilson.oliveira,74.5
1061,colegioecursodesafio,Carlosdesafio,10.5
1062,colegioecursodesafio,Dayannealves,1.0
1063,colegioecursodesafio,ElaineMichelly,45.0
1064,colegioecursodesafio,FabianaMaria,30.0
1065,colegioecursodesafio,LaudeniceAguiar,60.0
1066,colegioecursodesafio,RosileideFelix,30.0
1067,colegioecursodesafio,SilvanaMaria,50.0
1068,colegioecursodesafio,alinedesafio,159.67
1069,colegioecursodesafio,alisonviktor,117.25
1070,colegioecursodesafio,andersondesafio,130.0
1071,colegioecursodesafio,annagabriella,126.5
1072,colegioecursodesafio,brunotrindade,94.75
1073,colegioecursodesafio,cintiafranca,19.0
1074,colegioecursodesafio,delinha,539.0
1075,colegioecursodesafio,emiliacarvalho,96.86
1076,colegioecursodesafio,erikafalcao,51.0
1077,colegioecursodesafio,filipedesafio,135.29
1078,colegioecursodesafio,flaviomandu,212.33
1079,colegioecursodesafio,gerusadesafio,136.75
1080,colegioecursodesafio,inesgaldino,49.0
1081,colegioecursodesafio,jeff2021,64.25
1082,colegioecursodesafio,jessicamendes,30.5
1083,colegioecursodesafio,juliaaraujo,214.43
1084,colegioecursodesafio,lucianodesafio,207.62
1085,colegioecursodesafio,luisgustavoleitao,213.38
1086,colegioecursodesafio,luiz.santos,46.4
1087,colegioecursodesafio,maestra2021,16.5
1088,colegioecursodesafio,marcelesantos,30.0
1089,colegioecursodesafio,monicadesafio,113.86
1090,colegioecursodesafio,naiadimoura,90.17
1091,colegioecursodesafio,niviadelmiro,47.5
1092,colegioecursodesafio,polianadesafio,14.0
1093,colegioecursodesafio,profbrenodesafio,412.6
1094,colegioecursodesafio,profjosecarlos,127.57
1095,colegioecursodesafio,profraquelbrandao,95.86
1096,colegioecursodesafio,rafaeldesafio,434.0
1097,colegioecursodesafio,rafaelsoares,149.29
1098,colegioecursodesafio,rodolfovalois,51.57
1099,colegioecursodesafio,ruangnf,55.75
1100,colegioecursodesafio,samueldesafio,169.43
1101,colegioecursodesafio,thainaazevedo,75.17
1102,colegioecursodesafio,thainakilvia,227.4
1103,colegioecursodesafio,thiago126,115.57
1104,colegioecursodesafio,thiagonascimento,81.4
1105,colegioecursodesafio,victorcesar,118.33
1106,colegioecursodesafio,werner,184.0
1107,colegioecursodesafio,wiaponiradesafio,81.71
1108,colegioecursodesafio,wilksilva7,124.86
1109,colegioecursodesafio,yagodesafio,70.0
1110,colegioecursoprogressao,AMANDAGAMA,10.0
1111,colegioecursoprogressao,Cristianebarbalho,58.71
1112,colegioecursoprogressao,DanieleVaranda,74.88
1113,colegioecursoprogressao,Fabioguerra,56.29
1114,colegioecursoprogressao,FabricioRocha,158.75
1115,colegioecursoprogressao,NataliaLacerda,73.75
1116,colegioecursoprogressao,adonismj71,201.25
1117,colegioecursoprogressao,andrec44,134.62
1118,colegioecursoprogressao,brayanc1,94.75
1119,colegioecursoprogressao,carloseln,210.0
1120,colegioecursoprogressao,cristianefranceschi,137.5
1121,colegioecursoprogressao,danielbiancardi,110.5
1122,colegioecursoprogressao,eduardosouzaprof,247.62
1123,colegioecursoprogressao,fabianoss37,95.25
1124,colegioecursoprogressao,flavioss,85.57
1125,colegioecursoprogressao,henriqueh10,192.38
1126,colegioecursoprogressao,italas53,162.88
1127,colegioecursoprogressao,leobarboza,114.25
1128,colegioecursoprogressao,marcelogg59,121.5
1129,colegioecursoprogressao,marlonpdp30,47.14
1130,colegioecursoprogressao,prof.Fenelon,99.75
1131,colegioecursoprogressao,profthiagoalmeida,120.5
1132,colegioecursoprogressao,reginabatista,37.5
1133,colegioecursoprogressao,ricardoccf13,65.29
1134,colegioecursoprogressao,rodrigoalberiz,231.5
1135,colegioecursoprogressao,wandersonperes,75.12
1136,colegioeducallis,claudiaeline.rocha,47.5
1137,colegioeducallis,dagoliveira,20.0
1138,colegioeducallis,daniel.melo80,756.29
1139,colegioeducallis,dayane.berredo,130.57
1140,colegioeducallis,fabioarturisis1,18.0
1141,colegioeducallis,flavioallan,5.0
1142,colegioeducallis,hellemssp1,4.33
1143,colegioeducallis,jairon.aquino,10.0
1144,colegioeducallis,jualiana.yamazato,9.0
1145,colegioeducallis,leobino.neto,7.0
1146,colegioeducallis,leonardo.martins2020,307.5
1147,colegioeducallis,lucelia.nascimento,44.29
1148,colegioeducallis,mayara.santos,41.86
1149,colegioeducallis,nehemias88,1183.5
1150,colegioeducallis,nyelson.paiva,660.0
1151,colegioeducallis,patriciafonseca,145.67
1152,colegioeducallis,polyana.marques,50.0
1153,colegioeducallis,polyanaferreira,209.14
1154,colegioeducallis,priscila.menezes,26.67
1155,colegioeducallis,roberta.aguiar,490.29
1156,colegioeducallis,safira.barros,48.0
1157,colegioeducallis,thacyane.reis,1.0
1158,colegioensitec,aion.roloff,26.75
1159,colegioensitec,andrea.capel,25.6
1160,colegioensitec,danielle.aliberte,8.0
1161,colegioensitec,juliana.magnini,148.43
1162,colegioensitec,prof.alan.dias,29.5
1163,colegioensitec,prof.aline.neves,1.0
1164,colegioensitec,prof.allan.araujo,34.67
1165,colegioensitec,prof.ana.soares,32.0
1166,colegioensitec,prof.andrea.menighini,48.75
1167,colegioensitec,prof.andressa.ribeiro,63.0
1168,colegioensitec,prof.bruna.souza,30.17
1169,colegioensitec,prof.caroline.chyla,54.0
1170,colegioensitec,prof.daiany.dobuchak,30.88
1171,colegioensitec,prof.elizandra.cruz,73.5
1172,colegioensitec,prof.flavia.motta,22.57
1173,colegioensitec,prof.gessinger.rodecz,68.0
1174,colegioensitec,prof.guilherme.santos,37.75
1175,colegioensitec,prof.janaina.terrazaz,10.0
1176,colegioensitec,prof.jaqueline.santos,33.0
1177,colegioensitec,prof.juliana.rosa,37.17
1178,colegioensitec,prof.laura.cartaxo,24.0
1179,colegioensitec,prof.lilian.moreira,28.5
1180,colegioensitec,prof.livia.melo,25.0
1181,colegioensitec,prof.lucia.duarte,84.0
1182,colegioensitec,prof.luiz.toniolo,26.0
1183,colegioensitec,prof.marilia.silva,28.5
1184,colegioensitec,prof.terezinha.salvador,40.0
1185,colegioensitec,prof.thalita.bavaresco,91.33
1186,colegioensitec,prof.thiago.silva,105.5
1187,colegioensitec,prof.willian.melo,27.88
1188,colegioflamingo,Lucimar.Rodrigues,413.5
1189,colegioflamingo,andre.felipe,16.0
1190,colegioflamingo,arnaldogonsales10,287.0
1191,colegioflamingo,brenda.goncalves,46.29
1192,colegioflamingo,brunosouza10,182.43
1193,colegioflamingo,eduardo.filho,20.33
1194,colegioflamingo,elieni.caputo,82.75
1195,colegioflamingo,erika.santos,30.2
1196,colegioflamingo,jailson.santos,50.0
1197,colegioflamingo,lennon.luiz,180.29
1198,colegioflamingo,magalycastro10,9.0
1199,colegioflamingo,mariana.lucats,23.17
1200,colegioflamingo,niltoncm79,111.5
1201,colegioflamingo,rodrigoruivo10,162.29
1202,colegioflamingo,tiago.calixto,102.43
1203,colegiofuturageracao,bruna.bandeira,53.14
1204,colegiofuturageracao,cfg.anapaula,68.29
1205,colegiofuturageracao,cfg.daniela,125.5
1206,colegiofuturageracao,cfg.edson,1.0
1207,colegiofuturageracao,cfg.heitor,146.43
1208,colegiofuturageracao,cfg.jessica,25.8
1209,colegiofuturageracao,cfg.mateus,26.33
1210,colegiofuturageracao,cfg.pedro,20.43
1211,colegiofuturageracao,cfg.renata,55.29
1212,colegiofuturageracao,cfg.sonia,29.0
1213,colegiofuturageracao,cfg.tatiana,118.0
1214,colegiofuturageracao,maria.sugobono,30.12
1215,colegioglobal,adriana.oliveira,18.67
1216,colegioglobal,alline.oliveira,25.0
1217,colegioglobal,amanda.mota,63.8
1218,colegioglobal,ana.elma,213.33
1219,colegioglobal,andressa.pescuma,136.0
1220,colegioglobal,celia.aparecida,10.0
1221,colegioglobal,claudio.bezerra,26.83
1222,colegioglobal,daniele.tamie,56.67
1223,colegioglobal,danielle.pires,108.43
1224,colegioglobal,eder.souza,38.0
1225,colegioglobal,elaine.gomes,56.71
1226,colegioglobal,gizelia.mendes,32.5
1227,colegioglobal,ilka.barbosa,53.83
1228,colegioglobal,karla.trinta,94.29
1229,colegioglobal,keli.brito,44.62
1230,colegioglobal,lilian.carla,65.0
1231,colegioglobal,livia.alfonsi,51.83
1232,colegioglobal,luisa.destri,43.33
1233,colegioglobal,mara.bento,61.86
1234,colegioglobal,maria.sacramento,24.0
1235,colegioglobal,patricia.fabeni,80.86
1236,colegioglobal,ricardo.antonietto,37.17
1237,colegioglobal,ricardo.inoue,64.5
1238,colegioglobal,ronaldo.gomes,47.0
1239,colegioglobal,rosangela.carneiro,24.0
1240,colegioglobal,sarah.ross,10.0
1241,colegioglobal,thiago.carvalho,62.17
1242,colegioglobal,tulio.pena,47.5
1243,colegioglobal,vanessa.guerra,80.17
1244,colegioguilhermedealmeida,Nikki,14.5
1245,colegioguilhermedealmeida,adrianakeith,49.86
1246,colegioguilhermedealmeida,alexandrearrigone,22.43
1247,colegioguilhermedealmeida,anapaulaneves,46.75
1248,colegioguilhermedealmeida,angelicarocha,17.57
1249,colegioguilhermedealmeida,brunobezerra,16.67
1250,colegioguilhermedealmeida,carolinaramos,24.75
1251,colegioguilhermedealmeida,cassioribeiro,11.4
1252,colegioguilhermedealmeida,cicerojose,36.86
1253,colegioguilhermedealmeida,cristianerorato,74.29
1254,colegioguilhermedealmeida,cristinabrites,85.71
1255,colegioguilhermedealmeida,daniellemdc,39.4
1256,colegioguilhermedealmeida,danielrplacido,7.0
1257,colegioguilhermedealmeida,emmanuelguimaraes,15.5
